locus	selected_path_id	source	segmentation	rule
f58v.20	f58v.20|P01	tolain ar ykeain qokeey otal chol okal ar ty chkalarol	tolain | ar | ykeain | qokeey | otal | chol | okal | ar | ty | chkalarol	source-symbol stream
f58v.21	f58v.21|P01	olain olalor odaiin qetair otal qokal dair oiy otam	olain | olalor | odaiin | qetair | otal | qokal | dair | oiy | otam	source-symbol stream
f58v.22	f58v.22|P01	okar sheey shekealy	okar | sheey | shekealy	source-symbol stream
f58v.23	f58v.23|P01	pchshy sheoltey shopalchedy sheolkeal qokar aldaiin qokalar dal	pchshy | sheoltey | shopalchedy | sheolkeal | qokar | aldaiin | qokalar | dal	source-symbol stream
f58v.24	f58v.24|P01	qokal daiin qokal cham qokalcheal okor air ain ar als okam daly	qokal | daiin | qokal | cham | qokalcheal | okor | air | ain | ar | als | okam | daly	source-symbol stream
f58v.25	f58v.25|P01	qotain okeor sheey qokeol okeoly qokaly qokair or tas ykal	qotain | okeor | sheey | qokeol | okeoly | qokaly | qokair | or | tas | ykal	source-symbol stream
f58v.26	f58v.26|P01	ykaly qokal ol al qokeos okal ar okos al shekar qokair alam	ykaly | qokal | ol | al | qokeos | okal | ar | okos | al | shekar | qokair | alam	source-symbol stream
f58v.27	f58v.27|P01	qokar s aiin al y qokchedy qoekaly odaiin qokar char alaiinom	qokar | s | aiin | al | y | qokchedy | qoekaly | odaiin | qokar | char | alaiinom	source-symbol stream
f58v.28	f58v.28|P01	ycheockhy okey okal otaly okaldy okeor sheey	ycheockhy | okey | okal | otaly | okaldy | okeor | sheey	source-symbol stream
f58v.29	f58v.29|P01	polal keeo o leeckhey dalar ykeeody choar ckhar yfair alam	polal | keeo | o | leeckhey | dalar | ykeeody | choar | ckhar | yfair | alam	source-symbol stream
f58v.3	f58v.3|P01	todal qotain shoy qokeol okey qokalchal daly ar aim	todal | qotain | shoy | qokeol | okey | qokalchal | daly | ar | aim	source-symbol stream
f58v.30	f58v.30|P01	daiin sheoy ykey sheky qokal qokeey okain okar ol dam	daiin | sheoy | ykey | sheky | qokal | qokeey | okain | okar | ol | dam	source-symbol stream
f58v.31	f58v.31|P01	tcheor chor kar okal qokeey qokal shol qokain ar oetalchg	tcheor | chor | kar | okal | qokeey | qokal | shol | qokain | ar | oetalchg	source-symbol stream
f58v.32	f58v.32|P01	psheey qoty qokar qokey ky ykar cheal otal kol olchedy	psheey | qoty | qokar | qokey | ky | ykar | cheal | otal | kol | olchedy	source-symbol stream
f58v.33	f58v.33|P01	qoair chol ar chey	qoair | chol | ar | chey	source-symbol stream
f58v.34	f58v.34|P01	tol sheo keo ar qofcheal dar aey opchal shockhy okaly	tol | sheo | keo | ar | qofcheal | dar | aey | opchal | shockhy | okaly	source-symbol stream
f58v.35	f58v.35|P01	daiin otain okain chey okeey qokeeos olar sheo daly dalychs	daiin | otain | okain | chey | okeey | qokeeos | olar | sheo | daly | dalychs	source-symbol stream
f58v.36	f58v.36|P01	tcheody okeor ockhy qokal okal shokey qokeey dalar	tcheody | okeor | ockhy | qokal | okal | shokey | qokeey | dalar	source-symbol stream
f58v.37	f58v.37|P01	olkeey okar ar choky otair otol chokey cheeky dalar	olkeey | okar | ar | choky | otair | otol | chokey | cheeky | dalar	source-symbol stream
f58v.38	f58v.38|P01	ykeeody qokar qoky keey qokol okal okor cheky sydy	ykeeody | qokar | qoky | keey | qokol | okal | okor | cheky | sydy	source-symbol stream
f58v.39	f58v.39|P01	oshar qokain okam shear cher sarols	oshar | qokain | okam | shear | cher | sarols	source-symbol stream
f58v.4	f58v.4|P01	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	or | aiin | okair | y | dair | al | qokal | qokaiin | qokaly | okar | olkaly | okal	source-symbol stream
f58v.5	f58v.5|P01	faiir ofas ar qotaiin sholy qotaiin yqokaly okal qokaly okaly	faiir | ofas | ar | qotaiin | sholy | qotaiin | yqokaly | okal | qokaly | okaly	source-symbol stream
f58v.6	f58v.6|P01	qokair ar aly shor daiin choly dal ykaiin org fchey okaly oky	qokair | ar | aly | shor | daiin | choly | dal | ykaiin | org | fchey | okaly | oky	source-symbol stream
f58v.7	f58v.7|P01	y daiin qokeey qokar lchedy qokalor sheols oteor aiin cheky	y | daiin | qokeey | qokar | lchedy | qokalor | sheols | oteor | aiin | cheky	source-symbol stream
f58v.8	f58v.8|P01	taiin ckhey daldy qokair alar ytal aiin otaiin ykaiin ykaly dam	taiin | ckhey | daldy | qokair | alar | ytal | aiin | otaiin | ykaiin | ykaly | dam	source-symbol stream
f58v.9	f58v.9|P01	salal qolaiin chockhey tcholy qokaiin qokaiinos orcheey olaly	salal | qolaiin | chockhey | tcholy | qokaiin | qokaiinos | orcheey | olaly	source-symbol stream
f5r.1	f5r.1|P01	kchody fchoy chkoy oaiin oar olsy chody dkshy dy	kchody | fchoy | chkoy | oaiin | oar | olsy | chody | dkshy | dy	source-symbol stream
f5r.2	f5r.2|P01	ochey okey qokaiin sho ckhoy cthey chey okas otol	ochey | okey | qokaiin | sho | ckhoy | cthey | chey | okas | otol	source-symbol stream
f5r.3	f5r.3|P01	qoaiin otan chy daiin oteeeb chocthy otchy qotchody	qoaiin | otan | chy | daiin | oteeeb | chocthy | otchy | qotchody	source-symbol stream
f5r.4	f5r.4|P01	otain sheody chan s cheor chocthy	otain | sheody | chan | s | cheor | chocthy	source-symbol stream
f5r.5	f5r.5|P01	tchy shody qoaiin cholols sho qotcheo daiin shodaiin	tchy | shody | qoaiin | cholols | sho | qotcheo | daiin | shodaiin	source-symbol stream
f5r.6	f5r.6|P01	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	sho | cheor | chey | qoeeey | qoykeeey | qoeor | cthy | shotshy | dy	source-symbol stream
f5r.7	f5r.7|P01	qotoeey keey cheo kchy shody	qotoeey | keey | cheo | kchy | shody	source-symbol stream
f5v.1	f5v.1|P01	k o cheor chor ytchey pshod chols chodaiin ytoiiin daiin	k | o | cheor | chor | ytchey | pshod | chols | chodaiin | ytoiiin | daiin	source-symbol stream
f5v.2	f5v.2|P01	dchol chol otaiin dain cthor chots ychopordg	dchol | chol | otaiin | dain | cthor | chots | ychopordg	source-symbol stream
f5v.3	f5v.3|P01	qotcho ytor daiin daiin otchor daiin qo darchor do	qotcho | ytor | daiin | daiin | otchor | daiin | qo | darchor | do	source-symbol stream
f5v.4	f5v.4|P01	qotor shees otol ykoiin shol daiin cthor okch y taiin	qotor | shees | otol | ykoiin | shol | daiin | cthor | okch | y | taiin	source-symbol stream
f5v.5	f5v.5|P01	shokeeol chor cheotol otchol daiin dal chol chotaiin	shokeeol | chor | cheotol | otchol | daiin | dal | chol | chotaiin	source-symbol stream
f5v.6	f5v.6|P01	otol chol dairodg	otol | chol | dairodg	source-symbol stream
f65r.1	f65r.1|P01	otaim dam alam	otaim | dam | alam	source-symbol stream
f65v.1	f65v.1|P01	cphy fchecfhy dy dchepain shety qopy fol chpdy	cphy | fchecfhy | dy | dchepain | shety | qopy | fol | chpdy	source-symbol stream
f65v.2	f65v.2|P01	daiin sheek l ody yteo qops air cheoteey dalom	daiin | sheek | l | ody | yteo | qops | air | cheoteey | dalom	source-symbol stream
f65v.3	f65v.3|P01	ytal cheot shky y sas cheody	ytal | cheot | shky | y | sas | cheody	source-symbol stream
f65v.4	f65v.4|P01	toeedy otar shedy yteey sheody qokesd yfchey	toeedy | otar | shedy | yteey | sheody | qokesd | yfchey	source-symbol stream
f65v.5	f65v.5|P01	dshedy okeody qokd shckhy choky chokeody okey dy	dshedy | okeody | qokd | shckhy | choky | chokeody | okey | dy	source-symbol stream
f65v.6	f65v.6|P01	qo ytchey sh cphy ykchedy chedy shckhdy	qo | ytchey | sh | cphy | ykchedy | chedy | shckhdy	source-symbol stream
f66r.1	f66r.1|P01	rary	rary	source-symbol stream
f66r.10	f66r.10|P01	ykaly	ykaly	source-symbol stream
f66r.11	f66r.11|P01	doly	doly	source-symbol stream
f66r.12	f66r.12|P01	saiin	saiin	source-symbol stream
f66r.13	f66r.13|P01	qokal	qokal	source-symbol stream
f66r.14	f66r.14|P01	qolsa	qolsa	source-symbol stream
f66r.15	f66r.15|P01	raral	raral	source-symbol stream
f66r.16	f66r.16|P01	y	y	source-symbol stream
f66r.17	f66r.17|P01	o	o	source-symbol stream
f66r.18	f66r.18|P01	s	s	source-symbol stream
f66r.19	f66r.19|P01	sh	sh	source-symbol stream
f66r.2	f66r.2|P01	rals	rals	source-symbol stream
f66r.20	f66r.20|P01	y	y	source-symbol stream
f66r.21	f66r.21|P01	d	d	source-symbol stream
f66r.22	f66r.22|P01	o	o	source-symbol stream
f66r.23	f66r.23|P01	f	f	source-symbol stream
f66r.24	f66r.24|P01			source-symbol stream
f66r.25	f66r.25|P01	x	x	source-symbol stream
f66r.26	f66r.26|P01	air	air	source-symbol stream
f66r.27	f66r.27|P01	d	d	source-symbol stream
f66r.28	f66r.28|P01	sh	sh	source-symbol stream
f66r.29	f66r.29|P01	y	y	source-symbol stream
f66r.3	f66r.3|P01	qor	qor	source-symbol stream
f66r.30	f66r.30|P01	f	f	source-symbol stream
f66r.31	f66r.31|P01	f	f	source-symbol stream
f66r.32	f66r.32|P01	y	y	source-symbol stream
f66r.33	f66r.33|P01	o	o	source-symbol stream
f66r.34	f66r.34|P01	d	d	source-symbol stream
f66r.35	f66r.35|P01	s	s	source-symbol stream
f66r.36	f66r.36|P01	f	f	source-symbol stream
f66r.37	f66r.37|P01	c	c	source-symbol stream
f66r.38	f66r.38|P01			source-symbol stream
f66r.39	f66r.39|P01	x	x	source-symbol stream
f66r.4	f66r.4|P01	dary	dary	source-symbol stream
f66r.40	f66r.40|P01	t	t	source-symbol stream
f66r.41	f66r.41|P01	o	o	source-symbol stream
f66r.42	f66r.42|P01			source-symbol stream
f66r.43	f66r.43|P01	l	l	source-symbol stream
f66r.44	f66r.44|P01	r	r	source-symbol stream
f66r.45	f66r.45|P01	t	t	source-symbol stream
f66r.46	f66r.46|P01	o	o	source-symbol stream
f66r.47	f66r.47|P01	x	x	source-symbol stream
f66r.48	f66r.48|P01	p	p	source-symbol stream
f66r.49	f66r.49|P01	d	d	source-symbol stream
f66r.5	f66r.5|P01	ykeol	ykeol	source-symbol stream
f66r.50	f66r.50|P01	pdaiin oteedy opchedy chap chefchy shddy ypches cholpchd okedals	pdaiin | oteedy | opchedy | chap | chefchy | shddy | ypches | cholpchd | okedals	source-symbol stream
f66r.51	f66r.51|P01	sair shekey qokeedar okal okedy qokeedy qokal okedy qokshd	sair | shekey | qokeedar | okal | okedy | qokeedy | qokal | okedy | qokshd	source-symbol stream
f66r.52	f66r.52|P01	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy | chady | cthdy | qokees | cheeo | okcho | dy | chekeey | chedy | chckhy	source-symbol stream
f66r.53	f66r.53|P01	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar	shdy | qotedy | chdy | chedy | qotedal | chcpheor | ykady | dar | qotey | kol | ar	source-symbol stream
f66r.54	f66r.54|P01	qokeeody qokeody qokeody qokar sheky qokeeody okedy kodary	qokeeody | qokeody | qokeody | qokar | sheky | qokeeody | okedy | kodary	source-symbol stream
f66r.55	f66r.55|P01	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin	ykeeody | choekeey | okeody | chekeody | qokeey | dyky | chctho | rotaiin	source-symbol stream
f66r.56	f66r.56|P01	dsheol okaiin sheodaiin	dsheol | okaiin | sheodaiin	source-symbol stream
f66r.57	f66r.57|P01	tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd	tocpheey | dol | kchody | qokeody | qokshy | qopaiin | dairykodas | okyd	source-symbol stream
f66r.58	f66r.58|P01	dsholdaiir dalky shky qoky shekair choty dar okeey shdy ykol	dsholdaiir | dalky | shky | qoky | shekair | choty | dar | okeey | shdy | ykol	source-symbol stream
f66r.59	f66r.59|P01	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard	qo | cheky | shcthy | dalalshedy | cheta | r | sheod | shokaiir | chy | dard	source-symbol stream
f66r.6	f66r.6|P01	saly	saly	source-symbol stream
f66r.60	f66r.60|P01	shor sheodal sholdy qokchedy qopchy qoty chedaiir chees kardy	shor | sheodal | sholdy | qokchedy | qopchy | qoty | chedaiir | chees | kardy	source-symbol stream
f66r.61	f66r.61|P01	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy	qokchey | qokaiir | cheky | daly | daiin | dal | shedy | chedy | lkar | ol | okedy	source-symbol stream
f66r.62	f66r.62|P01	ol cheeky daiir chky axor akar y daiin	ol | cheeky | daiir | chky | axor | akar | y | daiin	source-symbol stream
f66r.63	f66r.63|P01	pchof sholfordaiin qotar otalor fchedyr chedy dar odair ofaram	pchof | sholfordaiin | qotar | otalor | fchedyr | chedy | dar | odair | ofaram	source-symbol stream
f66r.64	f66r.64|P01	dalcheeeky sheol dairody chekchy shed ykesho l lor sheor cheal	dalcheeeky | sheol | dairody | chekchy | shed | ykesho | l | lor | sheor | cheal	source-symbol stream
f66r.65	f66r.65|P01	dor shedy okar shedy kcheody chxar daly fchdar cheor aly ry	dor | shedy | okar | shedy | kcheody | chxar | daly | fchdar | cheor | aly | ry	source-symbol stream
f66r.66	f66r.66|P01	shor shckheody dal shedy qokor al shes	shor | shckheody | dal | shedy | qokor | al | shes	source-symbol stream
f66r.67	f66r.67|P01	psheody cfhol shofol okeody qokaldy ytarody shedy shedy dair	psheody | cfhol | shofol | okeody | qokaldy | ytarody | shedy | shedy | dair	source-symbol stream
f66r.68	f66r.68|P01	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor	sair | ol | daiin | daiin | dal | dol | cheody | dair | aly | dairal | dolarshy | dor	source-symbol stream
f66r.69	f66r.69|P01	tosheo qokaldy oky ol kcheeky qoky dary okees oly	tosheo | qokaldy | oky | ol | kcheeky | qoky | dary | okees | oly	source-symbol stream
f66r.7	f66r.7|P01	salf	salf	source-symbol stream
f66r.70	f66r.70|P01	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly	todeeey | keody | chdy | keody | shedy | shekeefy | chdy | sheol | shol | kedy | daly	source-symbol stream
f66r.71	f66r.71|P01	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody	saiir | cheol | kal | sheody | chcthedy | dal | shol | qokeody | chody | kechody	source-symbol stream
f66r.72	f66r.72|P01	sshedy oteedy ykeeody sheocthy ol ld lshedy chokeey chekey chey	sshedy | oteedy | ykeeody | sheocthy | ol | ld | lshedy | chokeey | chekey | chey	source-symbol stream
f66r.73	f66r.73|P01	ysheeod qoteeod qotol qoky chckhedy shey dcheol cheky cheo dor	ysheeod | qoteeod | qotol | qoky | chckhedy | shey | dcheol | cheky | cheo | dor	source-symbol stream
f66r.74	f66r.74|P01	ydaiin shedy otchedy oteochey tolchedy lsheody qoky daiin otam	ydaiin | shedy | otchedy | oteochey | tolchedy | lsheody | qoky | daiin | otam	source-symbol stream
f66r.75	f66r.75|P01	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol	tcheo | sheor | oteody | lpchees | ol | ar | alkey | otey | ltsholy | shecthy | r | ol	source-symbol stream
f66r.76	f66r.76|P01	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy	daiin | sheol | qocthedy | qokedy | lchey | qokaly | shcthy | qotal | otchdy	source-symbol stream
f66r.77	f66r.77|P01	qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy	qokey | ar | olkeol | qokal | cheoky | ykchdy | chody | sheody | qoky | ldy	source-symbol stream
f66r.78	f66r.78|P01	dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin	dor | aiin | sheeol | lshedy | lchedy | cheedy | shekol | dalol | lodaiin	source-symbol stream
f66r.79	f66r.79|P01	sheol oteey ldaiin okalchedy pchedy kody qotchedy cphedy	sheol | oteey | ldaiin | okalchedy | pchedy | kody | qotchedy | cphedy	source-symbol stream
f66r.8	f66r.8|P01	fary	fary	source-symbol stream
f66r.80	f66r.80|P01	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar	daiin | shey | qoteoly | raiin | sheedy | shcthy | lkeol | qokol | dkar	source-symbol stream
f66r.81	f66r.81|P01	lchey lkeedy chety shekaly shckhar	lchey | lkeedy | chety | shekaly | shckhar	source-symbol stream
f66r.82	f66r.82|P01	otcheo daiin chty ykees cheg	otcheo | daiin | chty | ykees | cheg	source-symbol stream
f66r.9	f66r.9|P01	qotesy	qotesy	source-symbol stream
f66v.1	f66v.1|P01	okeodof sheod ychoopy opch dal dor sheefy ytody daldeam	okeodof | sheod | ychoopy | opch | dal | dor | sheefy | ytody | daldeam	source-symbol stream
f66v.10	f66v.10|P01	dshal keedy qok or okaiin dol kaldaiin otal dokal okag	dshal | keedy | qok | or | okaiin | dol | kaldaiin | otal | dokal | okag	source-symbol stream
f66v.11	f66v.11|P01	yteeod aiin shekeod saiin ykofar otaiin otar chedy kar	yteeod | aiin | shekeod | saiin | ykofar | otaiin | otar | chedy | kar	source-symbol stream
f66v.12	f66v.12|P01	qekar okedy cheky dal chekal chckhy kal kal dar chkchody	qekar | okedy | cheky | dal | chekal | chckhy | kal | kal | dar | chkchody	source-symbol stream
f66v.13	f66v.13|P01	ydees shey daiin dalkal ykedaiin shedar okchdy oty	ydees | shey | daiin | dalkal | ykedaiin | shedar | okchdy | oty	source-symbol stream
f66v.2	f66v.2|P01	teodal tchedy dshey okshedy okeedy dcheeky daldy qotal sy	teodal | tchedy | dshey | okshedy | okeedy | dcheeky | daldy | qotal | sy	source-symbol stream
f66v.3	f66v.3|P01	ytos s or sheeky okechdy okeedal dar otal chody cheky	ytos | s | or | sheeky | okechdy | okeedal | dar | otal | chody | cheky	source-symbol stream
f66v.4	f66v.4|P01	shokeshy daiin cheos chety dol chckhy dal ko dal chekal dal	shokeshy | daiin | cheos | chety | dol | chckhy | dal | ko | dal | chekal | dal	source-symbol stream
f66v.5	f66v.5|P01	shdy shedefam qokedy chokal dal	shdy | shedefam | qokedy | chokal | dal	source-symbol stream
f66v.6	f66v.6|P01	tchod sheody shckhed chos chor sheo keody chepar sheopam	tchod | sheody | shckhed | chos | chor | sheo | keody | chepar | sheopam	source-symbol stream
f66v.7	f66v.7|P01	qokeos sheody chekeos chody kotody qotchdy chckhd ytchdy	qokeos | sheody | chekeos | chody | kotody | qotchdy | chckhd | ytchdy	source-symbol stream
f66v.8	f66v.8|P01	dchekeedy cheody qokchdy qokol keedy cheky chety kody	dchekeedy | cheody | qokchdy | qokol | keedy | cheky | chety | kody	source-symbol stream
f66v.9	f66v.9|P01	pody sheody chpadar sheey fchdly cheoseesey kchy qofchal	pody | sheody | chpadar | sheey | fchdly | cheoseesey | kchy | qofchal	source-symbol stream
f67r1.1	f67r1.1|P01	teeodaiin shey epairody osaiin yteeoey shey epaiin o aiin	teeodaiin | shey | epairody | osaiin | yteeoey | shey | epaiin | o | aiin	source-symbol stream
f67r1.10	f67r1.10|P01	seeaiir	seeaiir	source-symbol stream
f67r1.11	f67r1.11|P01	ykees ary	ykees | ary	source-symbol stream
f67r1.12	f67r1.12|P01	sosaiir	sosaiir	source-symbol stream
f67r1.13	f67r1.13|P01	oteey dar	oteey | dar	source-symbol stream
f67r1.14	f67r1.14|P01	yto daiir	yto | daiir	source-symbol stream
f67r1.15	f67r1.15|P01	sheosam	sheosam	source-symbol stream
f67r1.16	f67r1.16|P01	ykeeody	ykeeody	source-symbol stream
f67r1.17	f67r1.17|P01	okeol sal	okeol | sal	source-symbol stream
f67r1.18	f67r1.18|P01	okeey sar	okeey | sar	source-symbol stream
f67r1.19	f67r1.19|P01	dalary	dalary	source-symbol stream
f67r1.2	f67r1.2|P01	daiir okeody qoekeey sar oeteody oteey keey keo keeodal	daiir | okeody | qoekeey | sar | oeteody | oteey | keey | keo | keeodal	source-symbol stream
f67r1.3	f67r1.3|P01	ycheo s o iim cheos aiin okesoe ar am shees dalaiin dam	ycheo | s | o | iim | cheos | aiin | okesoe | ar | am | shees | dalaiin | dam	source-symbol stream
f67r1.4	f67r1.4|P01	cheodaiin chekeey s ar air s o ar cheey dair cthey	cheodaiin | chekeey | s | ar | air | s | o | ar | cheey | dair | cthey	source-symbol stream
f67r1.5	f67r1.5|P01	soairol shdy chokeody ykeedal ol oteodaiin choedy ot chteokaiin choteedy otor epchy chpar ar sheees deedy soeteed octheey s o eokeot y choteoky chockhy okees sor aiin daram schdes chdar dar dchschdy dar dar ar otardar ykaros	soairol | shdy | chokeody | ykeedal | ol | oteodaiin | choedy | ot | chteokaiin | choteedy | otor | epchy | chpar | ar | sheees | deedy | soeteed | octheey | s | o | eokeot | y | choteoky | chockhy | okees | sor | aiin | daram | schdes | chdar | dar | dchschdy | dar | dar | ar | otardar | ykaros	source-symbol stream
