locus	selected_path_id	source	segmentation	rule
f53v.1	f53v.1|P01	tshor shey qodckhy eo oltshey daiin qopchy	tshor | shey | qodckhy | eo | oltshey | daiin | qopchy	source-symbol stream
f53v.10	f53v.10|P01	ychocthy qodal shodaiin	ychocthy | qodal | shodaiin	source-symbol stream
f53v.11	f53v.11|P01	otsho or chear sheod chkodal	otsho | or | chear | sheod | chkodal	source-symbol stream
f53v.12	f53v.12|P01	ycheey kchy oky kody ydam	ycheey | kchy | oky | kody | ydam	source-symbol stream
f53v.13	f53v.13|P01	yckhodaiin otoldy	yckhodaiin | otoldy	source-symbol stream
f53v.2	f53v.2|P01	okeey daiin sheekol shom shol cthy dchom do	okeey | daiin | sheekol | shom | shol | cthy | dchom | do	source-symbol stream
f53v.3	f53v.3|P01	ydaiin cphom chol dockhy cthol dam oty	ydaiin | cphom | chol | dockhy | cthol | dam | oty	source-symbol stream
f53v.4	f53v.4|P01	qokol daiiin qockhor okchor daiio dain d	qokol | daiiin | qockhor | okchor | daiio | dain | d	source-symbol stream
f53v.5	f53v.5|P01	ysheey ckhol chckhey daiin ctheody ydy	ysheey | ckhol | chckhey | daiin | ctheody | ydy	source-symbol stream
f53v.6	f53v.6|P01	ochoiky dshey chol ykcheody choldam	ochoiky | dshey | chol | ykcheody | choldam	source-symbol stream
f53v.7	f53v.7|P01	todaiin shodaiin qotea dchy qotod odaiin	todaiin | shodaiin | qotea | dchy | qotod | odaiin	source-symbol stream
f53v.8	f53v.8|P01	sheey kshody tsheody sheody sheetchy opod	sheey | kshody | tsheody | sheody | sheetchy | opod	source-symbol stream
f53v.9	f53v.9|P01	octheody shody qodal cthody sheos shodaiin	octheody | shody | qodal | cthody | sheos | shodaiin	source-symbol stream
f54r.1	f54r.1|P01	podaiin shodal qopchol cfheody opcheol chocphy	podaiin | shodal | qopchol | cfheody | opcheol | chocphy	source-symbol stream
f54r.10	f54r.10|P01	tor ol dol or chol chol ckhol okol oky ytchor ol koldy	tor | ol | dol | or | chol | chol | ckhol | okol | oky | ytchor | ol | koldy	source-symbol stream
f54r.11	f54r.11|P01	daiin okor or ol ckhol chor cho dam or sho chol dom	daiin | okor | or | ol | ckhol | chor | cho | dam | or | sho | chol | dom	source-symbol stream
f54r.12	f54r.12|P01	yor shodal o aiin al dol choek air o ldam	yor | shodal | o | aiin | al | dol | choek | air | o | ldam	source-symbol stream
f54r.2	f54r.2|P01	ytodaiin otchey otchey qockhodal sockhody sar	ytodaiin | otchey | otchey | qockhodal | sockhody | sar	source-symbol stream
f54r.3	f54r.3|P01	daiir cthody otal ekchody ol s or y ytchey dam	daiir | cthody | otal | ekchody | ol | s | or | y | ytchey | dam	source-symbol stream
f54r.4	f54r.4|P01	tor ockhol shokchy kol chom s chey ctheotol	tor | ockhol | shokchy | kol | chom | s | chey | ctheotol	source-symbol stream
f54r.5	f54r.5|P01	sar sh okeodain chokey	sar | sh | okeodain | chokey	source-symbol stream
f54r.6	f54r.6|P01	korare ckhos shofom cher chom kcheor she qkchol dam	korare | ckhos | shofom | cher | chom | kcheor | she | qkchol | dam	source-symbol stream
f54r.7	f54r.7|P01	dor s sheey ksheody sho or cheey chety sol desh dam dam	dor | s | sheey | ksheody | sho | or | cheey | chety | sol | desh | dam | dam	source-symbol stream
f54r.8	f54r.8|P01	toshey kodl ckho dar sheekal s aiin okeam etchal	toshey | kodl | ckho | dar | sheekal | s | aiin | okeam | etchal	source-symbol stream
f54r.9	f54r.9|P01	oaiin or ol sal qokor chor ckhol s s sho chol daiin	oaiin | or | ol | sal | qokor | chor | ckhol | s | s | sho | chol | daiin	source-symbol stream
f54v.1	f54v.1|P01	pcheodar chpal oloiin ckhey dar qokeey cpheeain s al	pcheodar | chpal | oloiin | ckhey | dar | qokeey | cpheeain | s | al	source-symbol stream
f54v.10	f54v.10|P01	kol aiin chckhy qokal dal qocthy	kol | aiin | chckhy | qokal | dal | qocthy	source-symbol stream
f54v.11	f54v.11|P01	oaiin qockhy qokam	oaiin | qockhy | qokam	source-symbol stream
f54v.12	f54v.12|P01	tol chol cthol s	tol | chol | cthol | s	source-symbol stream
f54v.13	f54v.13|P01	y chol okal yckhey	y | chol | okal | yckhey	source-symbol stream
f54v.14	f54v.14|P01	tar cphey tam aldam	tar | cphey | tam | aldam	source-symbol stream
f54v.15	f54v.15|P01	or alchy ytal dol chodoldy	or | alchy | ytal | dol | chodoldy	source-symbol stream
f54v.16	f54v.16|P01	daiin chol oldaiin	daiin | chol | oldaiin	source-symbol stream
f54v.2	f54v.2|P01	dcheain cphaiin s ar cheor qodaiin cthaildy ypchal	dcheain | cphaiin | s | ar | cheor | qodaiin | cthaildy | ypchal	source-symbol stream
f54v.3	f54v.3|P01	yair ykar oky cham chody ykoldam cheol am	yair | ykar | oky | cham | chody | ykoldam | cheol | am	source-symbol stream
f54v.4	f54v.4|P01	dar chor cheky chol okaiin chody chol dy	dar | chor | cheky | chol | okaiin | chody | chol | dy	source-symbol stream
f54v.5	f54v.5|P01	odaiin ytaiin qodaim qokar chy s am	odaiin | ytaiin | qodaim | qokar | chy | s | am	source-symbol stream
f54v.6	f54v.6|P01	tol cheol shocthy qodaiin keeody	tol | cheol | shocthy | qodaiin | keeody	source-symbol stream
f54v.7	f54v.7|P01	daiin sheody qoctheol s aiin qotchy	daiin | sheody | qoctheol | s | aiin | qotchy	source-symbol stream
f54v.8	f54v.8|P01	daiino d aim qokaiin yteal okal om	daiino | d | aim | qokaiin | yteal | okal | om	source-symbol stream
f54v.9	f54v.9|P01	ydaiin qockhey qodal ytam okal dy	ydaiin | qockhey | qodal | ytam | okal | dy	source-symbol stream
f55r.1	f55r.1|P01	podaiin shekchy qofair okar yk epaiin qokchdy os arod	podaiin | shekchy | qofair | okar | yk | epaiin | qokchdy | os | arod	source-symbol stream
f55r.10	f55r.10|P01	dair okal qokar or or o ar odaiin okeey darchd ol	dair | okal | qokar | or | or | o | ar | odaiin | okeey | darchd | ol	source-symbol stream
f55r.11	f55r.11|P01	lor chey keedy dy qokal okam dal shdy otal otaldiin	lor | chey | keedy | dy | qokal | okam | dal | shdy | otal | otaldiin	source-symbol stream
f55r.12	f55r.12|P01	oain ckhy dl oiiin daiin okaiin chelal qokaiin okain r	oain | ckhy | dl | oiiin | daiin | okaiin | chelal | qokaiin | okain | r	source-symbol stream
f55r.13	f55r.13|P01	lchdal ockhy daiin otol otar shar ain	lchdal | ockhy | daiin | otol | otar | shar | ain	source-symbol stream
f55r.2	f55r.2|P01	okair or aiin chody ykair y qokar okar ol ykar ar al	okair | or | aiin | chody | ykair | y | qokar | okar | ol | ykar | ar | al	source-symbol stream
f55r.3	f55r.3|P01	ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin	ykaiir | chol | chky | okar | chky | chdy | qokar | okaiin | chckhy | s | aiin	source-symbol stream
f55r.4	f55r.4|P01	daiin or orol char ar kaiin okchd ykar odaiin chdolaiin	daiin | or | orol | char | ar | kaiin | okchd | ykar | odaiin | chdolaiin	source-symbol stream
f55r.5	f55r.5|P01	y or aiin okal chol kchoy pchtchdy oaiin okasor olkam	y | or | aiin | okal | chol | kchoy | pchtchdy | oaiin | okasor | olkam	source-symbol stream
f55r.6	f55r.6|P01	tcho daiin sho ke y kedy okol chdy	tcho | daiin | sho | ke | y | kedy | okol | chdy	source-symbol stream
f55r.7	f55r.7|P01	tchedar cheol kedy chody kshdy qotchdy qokchdy olkardam	tchedar | cheol | kedy | chody | kshdy | qotchdy | qokchdy | olkardam	source-symbol stream
f55r.8	f55r.8|P01	dchykey char chek xar odas xaloeees cpheody qokeeody	dchykey | char | chek | xar | odas | xaloeees | cpheody | qokeeody	source-symbol stream
f55r.9	f55r.9|P01	dain cheky dar chckhy dal qoko lkeedy dar kaiin dy kag	dain | cheky | dar | chckhy | dal | qoko | lkeedy | dar | kaiin | dy | kag	source-symbol stream
f55v.1	f55v.1|P01	kcheedchdy oedain chckhy otoldaiin dodyd	kcheedchdy | oedain | chckhy | otoldaiin | dodyd	source-symbol stream
f55v.10	f55v.10|P01	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	oaiin | ol | s | aiin | okaiin | oky | ytaiin | otar | y | kal | ykar | ol	source-symbol stream
f55v.11	f55v.11|P01	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ykaiin | cheoar | cheeky | oldy | aiin | okal | oltchy | or | y | orain	source-symbol stream
f55v.12	f55v.12|P01	daiin ar cheky olkeechy sl ar aiin daiin otam	daiin | ar | cheky | olkeechy | sl | ar | aiin | daiin | otam	source-symbol stream
f55v.2	f55v.2|P01	oeeed yteey okeedy qoaiin okeody ykeesan	oeeed | yteey | okeedy | qoaiin | okeody | ykeesan	source-symbol stream
f55v.3	f55v.3|P01	qokeeey os ain qool al chedy sar aiin ol kar am	qokeeey | os | ain | qool | al | chedy | sar | aiin | ol | kar | am	source-symbol stream
f55v.4	f55v.4|P01	okar chckhdy cheody keeyfar al ochedy qokain ody	okar | chckhdy | cheody | keeyfar | al | ochedy | qokain | ody	source-symbol stream
f55v.5	f55v.5|P01	qokaiin chaiin ykain ykan ody daiin chedy talam	qokaiin | chaiin | ykain | ykan | ody | daiin | chedy | talam	source-symbol stream
f55v.6	f55v.6|P01	ykaiin daiin ykair cheky daiiny	ykaiin | daiin | ykair | cheky | daiiny	source-symbol stream
f55v.7	f55v.7|P01	okchd ykain sheokey or ain ch kchdy pchal ar aldy dary	okchd | ykain | sheokey | or | ain | ch | kchdy | pchal | ar | aldy | dary	source-symbol stream
f55v.8	f55v.8|P01	tar chedy qokaiin okar qol otar cho ar talody okar y	tar | chedy | qokaiin | okar | qol | otar | cho | ar | talody | okar | y	source-symbol stream
f55v.9	f55v.9|P01	ykaky qokchy okal chey or or aiin okaiin ykain otaky	ykaky | qokchy | okal | chey | or | or | aiin | okaiin | ykain | otaky	source-symbol stream
f56r.1	f56r.1|P01	o chal chchs y oty esedy chy ychocphy chorchy chy	o | chal | chchs | y | oty | esedy | chy | ychocphy | chorchy | chy	source-symbol stream
f56r.10	f56r.10|P01	yt chor otchy chok y t chey r okaiin	yt | chor | otchy | chok | y | t | chey | r | okaiin	source-symbol stream
f56r.11	f56r.11|P01	shy kcheey daiin cthol chos chokor	shy | kcheey | daiin | cthol | chos | chokor	source-symbol stream
f56r.12	f56r.12|P01	sh cho kchey qokokchy	sh | cho | kchey | qokokchy	source-symbol stream
f56r.13	f56r.13|P01	okchy chokcheo kchal	okchy | chokcheo | kchal	source-symbol stream
f56r.14	f56r.14|P01	s chol chotol qotchy	s | chol | chotol | qotchy	source-symbol stream
f56r.15	f56r.15|P01	tcho tchol chol cthy	tcho | tchol | chol | cthy	source-symbol stream
f56r.16	f56r.16|P01	qotchy chody ctho r chey kcharg	qotchy | chody | ctho | r | chey | kcharg	source-symbol stream
f56r.17	f56r.17|P01	chokeey qokcheey schey d aiin dy	chokeey | qokcheey | schey | d | aiin | dy	source-symbol stream
f56r.18	f56r.18|P01	sho chokchy kchoar sotodan	sho | chokchy | kchoar | sotodan	source-symbol stream
f56r.19	f56r.19|P01	otchey keol daiin	otchey | keol | daiin	source-symbol stream
f56r.2	f56r.2|P01	chokchey chol choly korchy chykey choty shokaiin	chokchey | chol | choly | korchy | chykey | choty | shokaiin	source-symbol stream
f56r.3	f56r.3|P01	olchey chokchol chey keey qokeey chokeey choksy	olchey | chokchol | chey | keey | qokeey | chokeey | choksy	source-symbol stream
f56r.4	f56r.4|P01	qot chor chor chokor chkor chy okar chdy	qot | chor | chor | chokor | chkor | chy | okar | chdy	source-symbol stream
f56r.5	f56r.5|P01	chochor cho chodaly daiin	chochor | cho | chodaly | daiin	source-symbol stream
f56r.6	f56r.6|P01	ykcho dy dchey keey daiin y	ykcho | dy | dchey | keey | daiin | y	source-symbol stream
f56r.7	f56r.7|P01	sho kchol otchor choky dal	sho | kchol | otchor | choky | dal	source-symbol stream
f56r.8	f56r.8|P01	schol choy choky cheeckhody	schol | choy | choky | cheeckhody	source-symbol stream
f56r.9	f56r.9|P01	tchoky kchol shol chotchey tchol	tchoky | kchol | shol | chotchey | tchol	source-symbol stream
f56v.1	f56v.1|P01	kcheat shol chey qokoiin shor qotcheol choror	kcheat | shol | chey | qokoiin | shor | qotcheol | choror	source-symbol stream
f56v.10	f56v.10|P01	ol kchy ksho shy ytol chotor y dy	ol | kchy | ksho | shy | ytol | chotor | y | dy	source-symbol stream
f56v.11	f56v.11|P01	chotchey keeol chey kchol tchain	chotchey | keeol | chey | kchol | tchain	source-symbol stream
f56v.12	f56v.12|P01	qokchey ctheey lkeey kcheeytain	qokchey | ctheey | lkeey | kcheeytain	source-symbol stream
f56v.13	f56v.13|P01	ykor aiin chorol sho shol daiin	ykor | aiin | chorol | sho | shol | daiin	source-symbol stream
f56v.14	f56v.14|P01	chol cheo kchol chol choky chotor	chol | cheo | kchol | chol | choky | chotor	source-symbol stream
f56v.15	f56v.15|P01	otchol chol chol daiin chotaiin	otchol | chol | chol | daiin | chotaiin	source-symbol stream
f56v.16	f56v.16|P01	s o kchol chol chol daiin	s | o | kchol | chol | chol | daiin	source-symbol stream
f56v.2	f56v.2|P01	shodshey qoteeey qoteey daiin qoteey cthar	shodshey | qoteeey | qoteey | daiin | qoteey | cthar	source-symbol stream
f56v.3	f56v.3|P01	ochey chol chol qotchey daiin choteeey dal	ochey | chol | chol | qotchey | daiin | choteeey | dal	source-symbol stream
f56v.4	f56v.4|P01	schy t chey daiin d eey tad dain	schy | t | chey | daiin | d | eey | tad | dain	source-symbol stream
f56v.5	f56v.5|P01	qoteees sho kcheey s aiin	qoteees | sho | kcheey | s | aiin	source-symbol stream
f56v.6	f56v.6|P01	chokchol chor ckhos	chokchol | chor | ckhos	source-symbol stream
f56v.7	f56v.7|P01	kchokchy chol shol chol otchyd	kchokchy | chol | shol | chol | otchyd	source-symbol stream
f56v.8	f56v.8|P01	ykchor chokchy qokcho tcheey kol	ykchor | chokchy | qokcho | tcheey | kol	source-symbol stream
f56v.9	f56v.9|P01	shotchot chokcho kcho kaiin oky	shotchot | chokcho | kcho | kaiin | oky	source-symbol stream
f57r.1	f57r.1|P01	poeeockhey odain cheop sheody shocfhey dy sheep sheody eodam	poeeockhey | odain | cheop | sheody | shocfhey | dy | sheep | sheody | eodam	source-symbol stream
f57r.10	f57r.10|P01	qoetchey kedy shedaiin s cheos ykeos qy tcfhy	qoetchey | kedy | shedaiin | s | cheos | ykeos | qy | tcfhy	source-symbol stream
f57r.11	f57r.11|P01	dshedy echy cphedam	dshedy | echy | cphedam	source-symbol stream
f57r.2	f57r.2|P01	daiir air chety cheo ckhy chockhy cheotey sh kchey s odaiin shey	daiir | air | chety | cheo | ckhy | chockhy | cheotey | sh | kchey | s | odaiin | shey	source-symbol stream
f57r.3	f57r.3|P01	qokeeody cheooky qokeody sheey okeody cheody cheeody cheekeody	qokeeody | cheooky | qokeody | sheey | okeody | cheody | cheeody | cheekeody	source-symbol stream
f57r.4	f57r.4|P01	dchos cheocthy cheody qoteeody octhody okeeody chteody cheody s	dchos | cheocthy | cheody | qoteeody | octhody | okeeody | chteody | cheody | s	source-symbol stream
f57r.5	f57r.5|P01	qokcho daiin cheeodam	qokcho | daiin | cheeodam	source-symbol stream
f57r.6	f57r.6|P01	tcheodal okam chckhey okchdy doctho opchey dy kedaiin oforam	tcheodal | okam | chckhey | okchdy | doctho | opchey | dy | kedaiin | oforam	source-symbol stream
f57r.7	f57r.7|P01	daiis sheedy qokeedy chetey oteeod shekey tedy okaldg	daiis | sheedy | qokeedy | chetey | oteeod | shekey | tedy | okaldg	source-symbol stream
f57r.8	f57r.8|P01	tair sheedy ochedy dy okchy chedy dal qokedam	tair | sheedy | ochedy | dy | okchy | chedy | dal | qokedam	source-symbol stream
f57r.9	f57r.9|P01	adair sheeo ckhy sar al daiidy dcheckhey daiin chedy cthedy	adair | sheeo | ckhy | sar | al | daiidy | dcheckhey | daiin | chedy | cthedy	source-symbol stream
f57v.1	f57v.1|P01	dairal	dairal	source-symbol stream
f57v.10	f57v.10|P01	arkaldy	arkaldy	source-symbol stream
f57v.11	f57v.11|P01	araarar	araarar	source-symbol stream
f57v.12	f57v.12|P01	okeely	okeely	source-symbol stream
f57v.13	f57v.13|P01	ocfhor okear	ocfhor | okear	source-symbol stream
f57v.2	f57v.2|P01	v sal y soeos vs ar okees o d soefchees l g sos okey defo f o rkedam sh ofol sar ddal yty s y daiir otey dshdy dkals oty pchchy a r opaiin dal karody v r okeey daram qokar okal okal d o l shkeal dy das o k sher s aiin	v | sal | y | soeos | vs | ar | okees | o | d | soefchees | l | g | sos | okey | defo | f | o | rkedam | sh | ofol | sar | ddal | yty | s | y | daiir | otey | dshdy | dkals | oty | pchchy | a | r | opaiin | dal | karody | v | r | okeey | daram | qokar | okal | okal | d | o | l | shkeal | dy | das | o | k | sher | s | aiin	source-symbol stream
f57v.3	f57v.3|P01	o l d r v x k m f v t r y i o l d r v x k m f v t r y c o l d r v x k m p v t r y c o l d r v x k m p v t r y c	o | l | d | r | v | x | k | m | f | v | t | r | y | i | o | l | d | r | v | x | k | m | f | v | t | r | y | c | o | l | d | r | v | x | k | m | p | v | t | r | y | c | o | l | d | r | v | x | k | m | p | v | t | r | y | c	source-symbol stream
f57v.4	f57v.4|P01	daiin otey ofchey shes o d okeeod l o lkeeol dkedar yf aros s y chedaiin k eeety x deeodal vo tchor kedar dal daiin aiin otal daro v	daiin | otey | ofchey | shes | o | d | okeeod | l | o | lkeeol | dkedar | yf | aros | s | y | chedaiin | k | eeety | x | deeodal | vo | tchor | kedar | dal | daiin | aiin | otal | daro | v	source-symbol stream
f57v.5	f57v.5|P01	o v l r m aiin d c f s y l k x l r ar o r a t l s d y dar teodar otodal sheky oteeody x s l	o | v | l | r | m | aiin | d | c | f | s | y | l | k | x | l | r | ar | o | r | a | t | l | s | d | y | dar | teodar | otodal | sheky | oteeody | x | s | l	source-symbol stream
f57v.6	f57v.6|P01	otodarag	otodarag	source-symbol stream
f57v.7	f57v.7|P01	oparairdly	oparairdly	source-symbol stream
f57v.8	f57v.8|P01	olkeedal	olkeedal	source-symbol stream
f57v.9	f57v.9|P01	otardaly	otardaly	source-symbol stream
f58r.1	f58r.1|P01	kor cholfy shofchy otoralchy chofchol sholy otaly dal m	kor | cholfy | shofchy | otoralchy | chofchol | sholy | otaly | dal | m	source-symbol stream
f58r.10	f58r.10|P01	tal ar am shar chepchey otar aldy otal cheam qokaiin ote sy	tal | ar | am | shar | chepchey | otar | aldy | otal | cheam | qokaiin | ote | sy	source-symbol stream
f58r.11	f58r.11|P01	qocphody qokalam chairal qoaiin otalal dalor orar	qocphody | qokalam | chairal | qoaiin | otalal | dalor | orar	source-symbol stream
f58r.12	f58r.12|P01	shoar ar choldal otalchal dal choldy okalys airaldy shar	shoar | ar | choldal | otalchal | dal | choldy | okalys | airaldy | shar	source-symbol stream
f58r.13	f58r.13|P01	ytar sheear cheoldy ykeol cheal cheody chal chaiin ol oly	ytar | sheear | cheoldy | ykeol | cheal | cheody | chal | chaiin | ol | oly	source-symbol stream
f58r.14	f58r.14|P01	sharam okair chekaiin ytchaly dalchal ykal okalal oly chal	sharam | okair | chekaiin | ytchaly | dalchal | ykal | okalal | oly | chal	source-symbol stream
f58r.15	f58r.15|P01	daiir shal qopaim cholaly dy shedy	daiir | shal | qopaim | cholaly | dy | shedy	source-symbol stream
f58r.16	f58r.16|P01	typchey ar air ytashy qotyshey pchdy dshaly pydaly choky opy	typchey | ar | air | ytashy | qotyshey | pchdy | dshaly | pydaly | choky | opy	source-symbol stream
f58r.17	f58r.17|P01	ysholshy qotoly daiin ykal dalchdy qoky dal ytchody s olar aly	ysholshy | qotoly | daiin | ykal | dalchdy | qoky | dal | ytchody | s | olar | aly	source-symbol stream
f58r.18	f58r.18|P01	darar shol cholraly cholaiin odaiin chaly dalar aiin okal otal	darar | shol | cholraly | cholaiin | odaiin | chaly | dalar | aiin | okal | otal	source-symbol stream
f58r.19	f58r.19|P01	todal qotey chaly dal qokaldy otary okalal ees chal ochaly	todal | qotey | chaly | dal | qokaldy | otary | okalal | ees | chal | ochaly	source-symbol stream
f58r.2	f58r.2|P01	dshodal or ckhy olchear char tal ytal ytar olchokal	dshodal | or | ckhy | olchear | char | tal | ytal | ytar | olchokal	source-symbol stream
f58r.20	f58r.20|P01	ysheockhy olchey oleesey alaiin olkeal daldy otalar ar arodaim	ysheockhy | olchey | oleesey | alaiin | olkeal | daldy | otalar | ar | arodaim	source-symbol stream
f58r.21	f58r.21|P01	tcheos ycheor sheain okey qotaily daiin chy cholkor olkeol oty	tcheos | ycheor | sheain | okey | qotaily | daiin | chy | cholkor | olkeol | oty	source-symbol stream
f58r.22	f58r.22|P01	dcholy ytar chol dal qoaiir chalolky osal chotam chal olseeg	dcholy | ytar | chol | dal | qoaiir | chalolky | osal | chotam | chal | olseeg	source-symbol stream
f58r.23	f58r.23|P01	shol aleedy chotar okeal sheody qokalchar otal choky sar	shol | aleedy | chotar | okeal | sheody | qokalchar | otal | choky | sar	source-symbol stream
f58r.24	f58r.24|P01	tazain oteeos okeal ar otalor cheoekar cheky otakas	tazain | oteeos | okeal | ar | otalor | cheoekar | cheky | otakas	source-symbol stream
f58r.25	f58r.25|P01	oar cheekey oteeoaly otar alkar or aldar	oar | cheekey | oteeoaly | otar | alkar | or | aldar	source-symbol stream
f58r.26	f58r.26|P01	kshar shoky opcheear ofadain opsheolaiin opydaiin podaiir	kshar | shoky | opcheear | ofadain | opsheolaiin | opydaiin | podaiir	source-symbol stream
f58r.27	f58r.27|P01	yteor oty chaltar ar sheeetchy tal al chear chear chor ar am	yteor | oty | chaltar | ar | sheeetchy | tal | al | chear | chear | chor | ar | am	source-symbol stream
f58r.28	f58r.28|P01	yshealkair odalaly dalal chy s air shokar olaldy okalody	yshealkair | odalaly | dalal | chy | s | air | shokar | olaldy | okalody	source-symbol stream
f58r.29	f58r.29|P01	odalar cheor sar alol daly cheom chor ar aldam chal cheal r omy	odalar | cheor | sar | alol | daly | cheom | chor | ar | aldam | chal | cheal | r | omy	source-symbol stream
f58r.3	f58r.3|P01	ykechod dalaldam ytam choty otchy otaly shoty s	ykechod | dalaldam | ytam | choty | otchy | otaly | shoty | s	source-symbol stream
f58r.30	f58r.30|P01	ytor ar alom qokalor chdy dair chody cheol okolchy otaldy	ytor | ar | alom | qokalor | chdy | dair | chody | cheol | okolchy | otaldy	source-symbol stream
f58r.31	f58r.31|P01	odshchol taiin okal or chol ol ekar otarchol chol kam qokal	odshchol | taiin | okal | or | chol | ol | ekar | otarchol | chol | kam | qokal	source-symbol stream
f58r.32	f58r.32|P01	oqotaly qokaiin chtaldy qoky dar al chol taly qokaldy	oqotaly | qokaiin | chtaldy | qoky | dar | al | chol | taly | qokaldy	source-symbol stream
f58r.33	f58r.33|P01	schoy dalols qokalos cheor oekeody qokaly qokar dy	schoy | dalols | qokalos | cheor | oekeody | qokaly | qokar | dy	source-symbol stream
f58r.34	f58r.34|P01	yssheol chokey dalol shokalol qokaly kaldy ytaipom	yssheol | chokey | dalol | shokalol | qokaly | kaldy | ytaipom	source-symbol stream
f58r.35	f58r.35|P01	dtos sheol qokor sharal ckhol shol ar aiin sheoctham	dtos | sheol | qokor | sharal | ckhol | shol | ar | aiin | sheoctham	source-symbol stream
f58r.36	f58r.36|P01	skaiin shokal chockhy qoky chcthy ykeeshy shoekar	skaiin | shokal | chockhy | qoky | chcthy | ykeeshy | shoekar	source-symbol stream
f58r.37	f58r.37|P01	opolkeor olchocfhy cphol chykaldy cholols chkaiin olfcham	opolkeor | olchocfhy | cphol | chykaldy | cholols | chkaiin | olfcham	source-symbol stream
f58r.38	f58r.38|P01	s ysheos okaly cheos otey ykar ls aiin okaiin ytolkal	s | ysheos | okaly | cheos | otey | ykar | ls | aiin | okaiin | ytolkal	source-symbol stream
f58r.39	f58r.39|P01	dtshol dytal okar olol sheol qockhy qokaly salol dalam	dtshol | dytal | okar | olol | sheol | qockhy | qokaly | salol | dalam	source-symbol stream
f58r.4	f58r.4|P01	dshor sholar aiin shalom shaly dalchy oteom dal sholala	dshor | sholar | aiin | shalom | shaly | dalchy | oteom | dal | sholala	source-symbol stream
f58r.40	f58r.40|P01	yroleeey ar airaly pchody tshaly alols ykaly kar aram	yroleeey | ar | airaly | pchody | tshaly | alols | ykaly | kar | aram	source-symbol stream
f58r.41	f58r.41|P01	dchol chokal saiin dal okal s alchey	dchol | chokal | saiin | dal | okal | s | alchey	source-symbol stream
f58r.5	f58r.5|P01	qor dchair am otar otar char ar al char ar ary ytalar cham	qor | dchair | am | otar | otar | char | ar | al | char | ar | ary | ytalar | cham	source-symbol stream
f58r.6	f58r.6|P01	torchey otaiin chary oteor y otal dalchor ykeey choltam	torchey | otaiin | chary | oteor | y | otal | dalchor | ykeey | choltam	source-symbol stream
f58r.7	f58r.7|P01	saiin cholkeey dal shom sholteol ytalody otey cheoly o tchy	saiin | cholkeey | dal | shom | sholteol | ytalody | otey | cheoly | o | tchy	source-symbol stream
f58r.8	f58r.8|P01	toleeshal oleeam dalor chy oteodchy yteochy otey kal dy alam	toleeshal | oleeam | dalor | chy | oteodchy | yteochy | otey | kal | dy | alam	source-symbol stream
f58r.9	f58r.9|P01	sholaiin cheey yteodaiin qoar aiin arary sheey daiin e alam	sholaiin | cheey | yteodaiin | qoar | aiin | arary | sheey | daiin | e | alam	source-symbol stream
f58v.1	f58v.1|P01	tol shokchy opaiin opaiin chofaly ypar ypal opal opaldaiin	tol | shokchy | opaiin | opaiin | chofaly | ypar | ypal | opal | opaldaiin	source-symbol stream
f58v.10	f58v.10|P01	ykair shey key ctholy qotalom qokals qokaiin okal okaldy ory	ykair | shey | key | ctholy | qotalom | qokals | qokaiin | okal | okaldy | ory	source-symbol stream
f58v.11	f58v.11|P01	tchol shol tor qokair or y ykaiin dory okaiir chodaiin otals	tchol | shol | tor | qokair | or | y | ykaiin | dory | okaiir | chodaiin | otals	source-symbol stream
f58v.12	f58v.12|P01	oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy	oreeey | cheekey | cheal | qokey | chedal | dy | tolair | opchey | poaly | cfhy	source-symbol stream
f58v.13	f58v.13|P01	qoeear alkeain ytal chos alor okal chcthy tal y kar	qoeear | alkeain | ytal | chos | alor | okal | chcthy | tal | y | kar	source-symbol stream
f58v.14	f58v.14|P01	shar air alor chol oeear sho qotal chol tal ar tar aropam	shar | air | alor | chol | oeear | sho | qotal | chol | tal | ar | tar | aropam	source-symbol stream
f58v.15	f58v.15|P01	qot oiin okal aral s air qoal talchos okal cho ytam dam	qot | oiin | okal | aral | s | air | qoal | talchos | okal | cho | ytam | dam	source-symbol stream
f58v.16	f58v.16|P01	ykam qokair okaly qokal chaly cheockhey olaly taldar al	ykam | qokair | okaly | qokal | chaly | cheockhey | olaly | taldar | al	source-symbol stream
f58v.17	f58v.17|P01	daiin alal dal qokar otal chodol qokeal cheol chos okeeam	daiin | alal | dal | qokar | otal | chodol | qokeal | cheol | chos | okeeam	source-symbol stream
f58v.18	f58v.18|P01	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	taiin | chal | sheal | qockhy | dar | aiin | ockhey | qokeey | qoaiin | aral	source-symbol stream
f58v.19	f58v.19|P01	okain chokal sheoldy qokor olkam cheol dar chokeey okalchy	okain | chokal | sheoldy | qokor | olkam | cheol | dar | chokeey | okalchy	source-symbol stream
f58v.2	f58v.2|P01	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky	dair | or | aiin | tair | y | qotalody | s | aiin | okeody | qotair | ar | alor | orky	source-symbol stream
