fold_tag	model	selected_edges	selector_bits	all_events	all_bits	all_selector_paid_bits	all_exact_next_state	decisive_events	decisive_bits	decisive_selector_paid_bits	rank_sum	mean_rank	top1	top5	exact_next_state	mean_unlicensed_state_mass	mean_unlicensed_operator_mass	split	held_value
PHYSICAL_FOLIO:f13	SOURCE_STATE_TABLE	0	0.000000000	24	109.201392106	109.201392106	6	5	28.338657610	28.338657610	118	23.600000000	0	2	0	0.045311861	0.071580146	PHYSICAL_FOLIO	f13
PHYSICAL_FOLIO:f13	INDEPENDENT_MARGINAL	0	0.000000000	24	107.026654945	107.026654945	6	5	28.719608317	28.719608317	118	23.600000000	0	3	0	0.045141772	0.055865736	PHYSICAL_FOLIO	f13
PHYSICAL_FOLIO:f13	PAIR_GRAPH_NONWRAPPER	1	3.906890596	24	107.075201750	110.982092346	6	5	28.755219894	32.662110489	119	23.800000000	0	3	0	0.045418919	0.056364593	PHYSICAL_FOLIO	f13
PHYSICAL_FOLIO:f13	PAIR_GRAPH_FULL	3	8.829722735	24	106.473844487	115.303567222	6	5	28.835732634	37.665455369	122	24.400000000	0	3	0	0.041127792	0.051361137	PHYSICAL_FOLIO	f13
PHYSICAL_FOLIO:f13	EXACT_OPERATOR_LEXICON	0	0.000000000	24	152.746120851	152.746120851	4	5	46.966349285	46.966349285	716	143.200000000	1	1	1	0.128602871	0.000000000	PHYSICAL_FOLIO	f13
PHYSICAL_FOLIO:f14	PLACEMENT	0	0.000000000	42	161.027486665	161.027486665	17	1	4.727014294	4.727014294	6	6.000000000	0	0	0	0.039707388	0.049211695	PHYSICAL_FOLIO	f14
PHYSICAL_FOLIO:f14	EXACT_PREDECESSOR	0	0.000000000	42	159.650666533	159.650666533	17	1	4.066441601	4.066441601	6	6.000000000	0	0	0	0.041928365	0.040183676	PHYSICAL_FOLIO	f14
PHYSICAL_FOLIO:f14	SOURCE_STATE_TABLE	0	0.000000000	42	157.482031207	157.482031207	17	1	4.895784654	4.895784654	7	7.000000000	0	0	0	0.044307480	0.039880791	PHYSICAL_FOLIO	f14
PHYSICAL_FOLIO:f14	INDEPENDENT_MARGINAL	0	0.000000000	42	159.375420283	159.375420283	17	1	5.840462406	5.840462406	10	10.000000000	0	0	0	0.060172653	0.030762316	PHYSICAL_FOLIO	f14
PHYSICAL_FOLIO:f14	PAIR_GRAPH_NONWRAPPER	1	3.906890596	42	159.529054738	163.435945334	17	1	5.847587539	9.754478135	10	10.000000000	0	0	0	0.060098810	0.030998375	PHYSICAL_FOLIO	f14
PHYSICAL_FOLIO:f14	PAIR_GRAPH_FULL	3	8.829722735	42	158.186084672	167.015807407	17	1	6.064033744	14.893756480	12	12.000000000	0	0	0	0.061092094	0.030979873	PHYSICAL_FOLIO	f14
PHYSICAL_FOLIO:f14	EXACT_OPERATOR_LEXICON	0	0.000000000	42	216.697672186	216.697672186	5	1	8.368085239	8.368085239	54	54.000000000	0	0	0	0.146786146	0.000000000	PHYSICAL_FOLIO	f14
PHYSICAL_FOLIO:f15	PLACEMENT	0	0.000000000	94	415.697514390	415.697514390	22	9	53.760766089	53.760766089	168	18.666666667	0	3	0	0.046037534	0.061571679	PHYSICAL_FOLIO	f15
PHYSICAL_FOLIO:f15	EXACT_PREDECESSOR	0	0.000000000	94	416.874036149	416.874036149	22	9	53.874986778	53.874986778	176	19.555555556	0	2	0	0.044732335	0.059048387	PHYSICAL_FOLIO	f15
PHYSICAL_FOLIO:f15	SOURCE_STATE_TABLE	0	0.000000000	94	418.235718482	418.235718482	22	9	54.125093299	54.125093299	151	16.777777778	0	3	0	0.042665171	0.056259188	PHYSICAL_FOLIO	f15
PHYSICAL_FOLIO:f15	INDEPENDENT_MARGINAL	0	0.000000000	94	413.084719097	413.084719097	22	9	52.471679361	52.471679361	159	17.666666667	0	3	0	0.045510293	0.054167100	PHYSICAL_FOLIO	f15
PHYSICAL_FOLIO:f15	PAIR_GRAPH_NONWRAPPER	1	3.906890596	94	413.216067280	417.122957876	22	9	52.549475518	56.456366113	161	17.888888889	0	3	0	0.045603334	0.054493800	PHYSICAL_FOLIO	f15
PHYSICAL_FOLIO:f15	PAIR_GRAPH_FULL	3	8.829722735	94	410.005714907	418.835437642	22	9	51.770185793	60.599908528	154	17.111111111	0	3	0	0.039812192	0.048372410	PHYSICAL_FOLIO	f15
PHYSICAL_FOLIO:f15	EXACT_OPERATOR_LEXICON	0	0.000000000	94	519.986049696	519.986049696	8	9	55.987882101	55.987882101	286	31.777777778	1	3	1	0.107044410	0.000000000	PHYSICAL_FOLIO	f15
PHYSICAL_FOLIO:f16	PLACEMENT	0	0.000000000	57	252.366949441	252.366949441	13	1	6.142808685	6.142808685	10	10.000000000	0	0	0	0.029473795	0.050574517	PHYSICAL_FOLIO	f16
PHYSICAL_FOLIO:f16	EXACT_PREDECESSOR	0	0.000000000	57	253.356381626	253.356381626	13	1	6.198213625	6.198213625	10	10.000000000	0	0	0	0.023754402	0.041658807	PHYSICAL_FOLIO	f16
PHYSICAL_FOLIO:f16	SOURCE_STATE_TABLE	0	0.000000000	57	254.148239823	254.148239823	13	1	6.274220584	6.274220584	13	13.000000000	0	0	0	0.029172689	0.048316565	PHYSICAL_FOLIO	f16
PHYSICAL_FOLIO:f16	INDEPENDENT_MARGINAL	0	0.000000000	57	255.709993885	255.709993885	13	1	6.329926692	6.329926692	14	14.000000000	0	0	0	0.025511397	0.038630740	PHYSICAL_FOLIO	f16
PHYSICAL_FOLIO:f16	PAIR_GRAPH_NONWRAPPER	1	3.906890596	57	257.263984712	261.170875307	13	1	6.297629901	10.204520497	13	13.000000000	0	0	0	0.025723061	0.039189125	PHYSICAL_FOLIO	f16
PHYSICAL_FOLIO:f16	PAIR_GRAPH_FULL	3	8.829722735	57	256.784652814	265.614375549	13	1	6.315609928	15.145332663	14	14.000000000	0	0	0	0.016254125	0.029965712	PHYSICAL_FOLIO	f16
PHYSICAL_FOLIO:f16	EXACT_OPERATOR_LEXICON	0	0.000000000	57	342.974672548	342.974672548	7	1	9.960640494	9.960640494	94	94.000000000	0	0	0	0.161352026	0.000000000	PHYSICAL_FOLIO	f16
PHYSICAL_FOLIO:f17	PLACEMENT	0	0.000000000	58	244.374586676	244.374586676	18	4	22.110804348	22.110804348	101	25.250000000	1	2	1	0.064069257	0.073964846	PHYSICAL_FOLIO	f17
PHYSICAL_FOLIO:f17	EXACT_PREDECESSOR	0	0.000000000	58	243.205489890	243.205489890	18	4	22.301368131	22.301368131	101	25.250000000	1	2	1	0.063820328	0.075488397	PHYSICAL_FOLIO	f17
PHYSICAL_FOLIO:f17	SOURCE_STATE_TABLE	0	0.000000000	58	245.677317300	245.677317300	18	4	22.475799493	22.475799493	103	25.750000000	1	2	1	0.063895703	0.074661907	PHYSICAL_FOLIO	f17
PHYSICAL_FOLIO:f17	INDEPENDENT_MARGINAL	0	0.000000000	58	245.797208155	245.797208155	18	4	20.299028813	20.299028813	68	17.000000000	1	2	1	0.066537367	0.071791517	PHYSICAL_FOLIO	f17
PHYSICAL_FOLIO:f17	PAIR_GRAPH_NONWRAPPER	1	3.906890596	58	246.363102598	250.269993194	18	4	20.359115670	24.266006266	69	17.250000000	1	2	1	0.062338915	0.067289651	PHYSICAL_FOLIO	f17
PHYSICAL_FOLIO:f17	PAIR_GRAPH_FULL	3	8.829722735	58	245.441758918	254.271481654	18	4	19.538800540	28.368523275	61	15.250000000	1	2	1	0.049719959	0.055982044	PHYSICAL_FOLIO	f17
PHYSICAL_FOLIO:f17	EXACT_OPERATOR_LEXICON	0	0.000000000	57	322.295387666	322.295387666	7	4	27.440410393	27.440410393	126	31.500000000	0	0	0	0.181441820	0.000000000	PHYSICAL_FOLIO	f17
PHYSICAL_FOLIO:f18	PLACEMENT	0	0.000000000	67	286.723465236	286.723465236	16	6	40.658260215	40.658260215	157	26.166666667	1	1	1	0.056519444	0.084825608	PHYSICAL_FOLIO	f18
PHYSICAL_FOLIO:f18	EXACT_PREDECESSOR	0	0.000000000	67	294.940612105	294.940612105	16	6	42.219912935	42.219912935	173	28.833333333	1	1	1	0.055949603	0.082774915	PHYSICAL_FOLIO	f18
PHYSICAL_FOLIO:f18	SOURCE_STATE_TABLE	0	0.000000000	67	283.453201442	283.453201442	16	6	42.236669333	42.236669333	163	27.166666667	1	1	1	0.048771045	0.077311885	PHYSICAL_FOLIO	f18
PHYSICAL_FOLIO:f18	INDEPENDENT_MARGINAL	0	0.000000000	67	280.956966729	280.956966729	16	6	40.367137857	40.367137857	146	24.333333333	1	1	1	0.052263100	0.075025148	PHYSICAL_FOLIO	f18
PHYSICAL_FOLIO:f18	PAIR_GRAPH_NONWRAPPER	1	3.906890596	67	280.488888252	284.395778847	16	6	39.804265082	43.711155678	144	24.000000000	1	1	1	0.045769440	0.071871970	PHYSICAL_FOLIO	f18
PHYSICAL_FOLIO:f18	PAIR_GRAPH_FULL	3	8.829722735	67	278.346487197	287.176209932	16	6	39.439641886	48.269364621	139	23.166666667	1	1	1	0.039270764	0.063826051	PHYSICAL_FOLIO	f18
PHYSICAL_FOLIO:f18	EXACT_OPERATOR_LEXICON	0	0.000000000	66	352.443983049	352.443983049	9	6	46.777945819	46.777945819	308	51.333333333	0	0	0	0.091035731	0.000000000	PHYSICAL_FOLIO	f18
PHYSICAL_FOLIO:f19	PLACEMENT	0	0.000000000	67	283.323656470	283.323656470	19	11	61.967418184	61.967418184	210	19.090909091	3	4	3	0.048419289	0.073251515	PHYSICAL_FOLIO	f19
PHYSICAL_FOLIO:f19	EXACT_PREDECESSOR	0	0.000000000	67	280.912301305	280.912301305	19	11	61.091488927	61.091488927	190	17.272727273	3	4	3	0.045587145	0.070510375	PHYSICAL_FOLIO	f19
PHYSICAL_FOLIO:f19	SOURCE_STATE_TABLE	0	0.000000000	67	284.659416794	284.659416794	19	11	64.628792006	64.628792006	224	20.363636364	3	4	3	0.048719483	0.076853207	PHYSICAL_FOLIO	f19
PHYSICAL_FOLIO:f19	INDEPENDENT_MARGINAL	0	0.000000000	67	288.223831193	288.223831193	19	11	65.434349833	65.434349833	226	20.545454545	3	4	3	0.036603762	0.062467801	PHYSICAL_FOLIO	f19
PHYSICAL_FOLIO:f19	PAIR_GRAPH_NONWRAPPER	1	3.906890596	67	288.200683387	292.107573983	19	11	65.281077798	69.187968394	210	19.090909091	3	4	3	0.033558222	0.060680514	PHYSICAL_FOLIO	f19
PHYSICAL_FOLIO:f19	PAIR_GRAPH_FULL	3	8.829722735	67	287.182403836	296.012126571	19	11	66.874557014	75.704279749	220	20.000000000	3	4	3	0.028308789	0.056591395	PHYSICAL_FOLIO	f19
PHYSICAL_FOLIO:f19	EXACT_OPERATOR_LEXICON	0	0.000000000	67	374.422408368	374.422408368	8	11	90.740978877	90.740978877	682	62.000000000	0	0	0	0.107836486	0.000000000	PHYSICAL_FOLIO	f19
PHYSICAL_FOLIO:f2	PLACEMENT	0	0.000000000	81	358.759837186	358.759837186	19	11	64.285098517	64.285098517	220	20.000000000	0	3	0	0.049061143	0.074311765	PHYSICAL_FOLIO	f2
PHYSICAL_FOLIO:f2	EXACT_PREDECESSOR	0	0.000000000	81	357.515186529	357.515186529	19	11	62.599935170	62.599935170	189	17.181818182	0	3	0	0.047694652	0.071727430	PHYSICAL_FOLIO	f2
PHYSICAL_FOLIO:f2	SOURCE_STATE_TABLE	0	0.000000000	81	356.939475972	356.939475972	19	11	65.411265280	65.411265280	223	20.272727273	0	4	0	0.049014068	0.073958044	PHYSICAL_FOLIO	f2
PHYSICAL_FOLIO:f2	INDEPENDENT_MARGINAL	0	0.000000000	81	356.626136356	356.626136356	19	11	63.393195928	63.393195928	229	20.818181818	0	4	0	0.046523421	0.071236373	PHYSICAL_FOLIO	f2
PHYSICAL_FOLIO:f2	PAIR_GRAPH_NONWRAPPER	1	3.906890596	81	356.944023465	360.850914061	19	11	63.273540463	67.180431058	231	21.000000000	0	4	0	0.045362920	0.070721268	PHYSICAL_FOLIO	f2
PHYSICAL_FOLIO:f2	PAIR_GRAPH_FULL	3	8.829722735	81	358.992682990	367.822405725	19	11	64.426728184	73.256450919	221	20.090909091	0	4	0	0.033510021	0.058682046	PHYSICAL_FOLIO	f2
PHYSICAL_FOLIO:f2	EXACT_OPERATOR_LEXICON	0	0.000000000	81	484.129812945	484.129812945	12	11	90.521130581	90.521130581	1000	90.909090909	0	1	0	0.093103686	0.000000000	PHYSICAL_FOLIO	f2
PHYSICAL_FOLIO:f20	PLACEMENT	0	0.000000000	60	299.241940446	299.241940446	8	6	34.387077828	34.387077828	83	13.833333333	0	2	0	0.049481223	0.060113895	PHYSICAL_FOLIO	f20
PHYSICAL_FOLIO:f20	EXACT_PREDECESSOR	0	0.000000000	60	296.501134903	296.501134903	8	6	35.027376368	35.027376368	91	15.166666667	0	2	0	0.048625596	0.058825451	PHYSICAL_FOLIO	f20
PHYSICAL_FOLIO:f20	SOURCE_STATE_TABLE	0	0.000000000	60	292.922065391	292.922065391	8	6	35.825366976	35.825366976	92	15.333333333	0	2	0	0.048110829	0.058417770	PHYSICAL_FOLIO	f20
PHYSICAL_FOLIO:f20	INDEPENDENT_MARGINAL	0	0.000000000	60	294.602681119	294.602681119	8	6	33.507287807	33.507287807	75	12.500000000	0	2	0	0.044782260	0.058352897	PHYSICAL_FOLIO	f20
PHYSICAL_FOLIO:f20	PAIR_GRAPH_NONWRAPPER	1	3.906890596	60	294.361856321	298.268746917	8	6	33.358214335	37.265104931	72	12.000000000	0	2	0	0.044310872	0.058156081	PHYSICAL_FOLIO	f20
PHYSICAL_FOLIO:f20	PAIR_GRAPH_FULL	3	8.829722735	60	296.208678867	305.038401602	7	6	32.931694480	41.761417215	68	11.333333333	0	3	0	0.035400122	0.047806186	PHYSICAL_FOLIO	f20
PHYSICAL_FOLIO:f20	EXACT_OPERATOR_LEXICON	0	0.000000000	60	388.329221485	388.329221485	7	6	35.573919831	35.573919831	117	19.500000000	0	2	0	0.070883965	0.000000000	PHYSICAL_FOLIO	f20
PHYSICAL_FOLIO:f21	PLACEMENT	0	0.000000000	58	295.278681546	295.278681546	8	11	80.115839191	80.115839191	369	33.545454545	0	1	0	0.046648742	0.067360660	PHYSICAL_FOLIO	f21
PHYSICAL_FOLIO:f21	EXACT_PREDECESSOR	0	0.000000000	58	295.565923188	295.565923188	8	11	81.126184408	81.126184408	372	33.818181818	0	1	0	0.045584248	0.066426757	PHYSICAL_FOLIO	f21
PHYSICAL_FOLIO:f21	SOURCE_STATE_TABLE	0	0.000000000	58	294.508247855	294.508247855	8	11	81.904358100	81.904358100	390	35.454545455	0	1	0	0.047923237	0.067356429	PHYSICAL_FOLIO	f21
PHYSICAL_FOLIO:f21	INDEPENDENT_MARGINAL	0	0.000000000	58	290.701688316	290.701688316	8	11	77.198405551	77.198405551	335	30.454545455	0	1	0	0.045322529	0.060344552	PHYSICAL_FOLIO	f21
PHYSICAL_FOLIO:f21	PAIR_GRAPH_NONWRAPPER	1	3.906890596	58	290.828900649	294.735791245	8	11	77.312481151	81.219371747	340	30.909090909	0	1	0	0.045420127	0.060948104	PHYSICAL_FOLIO	f21
PHYSICAL_FOLIO:f21	PAIR_GRAPH_FULL	3	8.829722735	58	289.626849015	298.456571750	8	11	76.787031945	85.616754681	316	28.727272727	0	1	0	0.030059751	0.044864305	PHYSICAL_FOLIO	f21
PHYSICAL_FOLIO:f21	EXACT_OPERATOR_LEXICON	0	0.000000000	58	367.449923845	367.449923845	3	11	98.865904743	98.865904743	919	83.545454545	0	1	0	0.109106144	0.000000000	PHYSICAL_FOLIO	f21
PHYSICAL_FOLIO:f22	PLACEMENT	0	0.000000000	75	315.231620317	315.231620317	22	7	38.225063913	38.225063913	110	15.714285714	0	2	0	0.038434127	0.054966763	PHYSICAL_FOLIO	f22
PHYSICAL_FOLIO:f22	EXACT_PREDECESSOR	0	0.000000000	75	315.725596793	315.725596793	22	7	37.094836114	37.094836114	89	12.714285714	0	2	0	0.036778754	0.053545217	PHYSICAL_FOLIO	f22
PHYSICAL_FOLIO:f22	SOURCE_STATE_TABLE	0	0.000000000	75	315.339271130	315.339271130	22	7	40.448476627	40.448476627	131	18.714285714	0	2	0	0.042283495	0.060296251	PHYSICAL_FOLIO	f22
PHYSICAL_FOLIO:f22	INDEPENDENT_MARGINAL	0	0.000000000	75	318.156120050	318.156120050	22	7	39.454091291	39.454091291	124	17.714285714	0	2	0	0.034122610	0.048727209	PHYSICAL_FOLIO	f22
PHYSICAL_FOLIO:f22	PAIR_GRAPH_NONWRAPPER	1	3.906890596	75	318.555022861	322.461913456	22	7	39.467738235	43.374628831	123	17.571428571	0	2	0	0.032276006	0.046818746	PHYSICAL_FOLIO	f22
PHYSICAL_FOLIO:f22	PAIR_GRAPH_FULL	3	8.829722735	75	316.016925234	324.846647969	22	7	39.920084962	48.749807697	130	18.571428571	0	2	0	0.025941886	0.041614659	PHYSICAL_FOLIO	f22
PHYSICAL_FOLIO:f22	EXACT_OPERATOR_LEXICON	0	0.000000000	75	412.600996538	412.600996538	10	7	44.431847698	44.431847698	183	26.142857143	1	1	1	0.165353472	0.000000000	PHYSICAL_FOLIO	f22
PHYSICAL_FOLIO:f23	PLACEMENT	0	0.000000000	49	205.952059341	205.952059341	12	5	26.869018468	26.869018468	88	17.600000000	0	4	0	0.048312609	0.101511185	PHYSICAL_FOLIO	f23
PHYSICAL_FOLIO:f23	EXACT_PREDECESSOR	0	0.000000000	49	208.902264107	208.902264107	12	5	28.078350054	28.078350054	128	25.600000000	0	4	0	0.058265375	0.106719971	PHYSICAL_FOLIO	f23
PHYSICAL_FOLIO:f23	SOURCE_STATE_TABLE	0	0.000000000	49	209.657868040	209.657868040	12	5	26.860531572	26.860531572	86	17.200000000	0	4	0	0.047777240	0.095763082	PHYSICAL_FOLIO	f23
PHYSICAL_FOLIO:f23	INDEPENDENT_MARGINAL	0	0.000000000	49	206.132095212	206.132095212	12	5	26.657347071	26.657347071	77	15.400000000	0	4	0	0.052352276	0.091879990	PHYSICAL_FOLIO	f23
PHYSICAL_FOLIO:f23	PAIR_GRAPH_NONWRAPPER	1	3.906890596	49	206.367688737	210.274579333	12	5	26.716348468	30.623239064	78	15.600000000	0	4	0	0.052929539	0.093362748	PHYSICAL_FOLIO	f23
PHYSICAL_FOLIO:f23	PAIR_GRAPH_FULL	3	8.829722735	49	204.379338545	213.209061280	12	5	26.346280463	35.176003198	71	14.200000000	0	4	0	0.041776808	0.085535228	PHYSICAL_FOLIO	f23
PHYSICAL_FOLIO:f23	EXACT_OPERATOR_LEXICON	0	0.000000000	49	279.778759544	279.778759544	4	5	43.229698107	43.229698107	392	78.400000000	0	0	0	0.155756025	0.000000000	PHYSICAL_FOLIO	f23
PHYSICAL_FOLIO:f24	PLACEMENT	0	0.000000000	54	264.723093458	264.723093458	11	6	31.705388860	31.705388860	69	11.500000000	0	3	0	0.047981542	0.068831570	PHYSICAL_FOLIO	f24
PHYSICAL_FOLIO:f24	EXACT_PREDECESSOR	0	0.000000000	54	267.467695780	267.467695780	11	6	31.545481811	31.545481811	68	11.333333333	0	3	0	0.047671607	0.068647966	PHYSICAL_FOLIO	f24
PHYSICAL_FOLIO:f24	SOURCE_STATE_TABLE	0	0.000000000	54	268.514218389	268.514218389	11	6	34.477610580	34.477610580	87	14.500000000	0	2	0	0.050262711	0.068928092	PHYSICAL_FOLIO	f24
PHYSICAL_FOLIO:f24	INDEPENDENT_MARGINAL	0	0.000000000	54	266.770421642	266.770421642	11	6	31.076018840	31.076018840	59	9.833333333	0	3	0	0.042015501	0.058998042	PHYSICAL_FOLIO	f24
PHYSICAL_FOLIO:f24	PAIR_GRAPH_NONWRAPPER	1	3.906890596	54	266.653163914	270.560054510	11	6	31.002560311	34.909450906	58	9.666666667	0	3	0	0.041864466	0.059312552	PHYSICAL_FOLIO	f24
PHYSICAL_FOLIO:f24	PAIR_GRAPH_FULL	3	8.829722735	54	266.261394629	275.091117364	11	6	30.781489737	39.611212472	59	9.833333333	0	3	0	0.037375407	0.052801654	PHYSICAL_FOLIO	f24
PHYSICAL_FOLIO:f24	EXACT_OPERATOR_LEXICON	0	0.000000000	53	342.977082163	342.977082163	4	6	43.305534447	43.305534447	251	41.833333333	0	1	0	0.103133131	0.000000000	PHYSICAL_FOLIO	f24
PHYSICAL_FOLIO:f25	PLACEMENT	0	0.000000000	24	121.174243129	121.174243129	6	4	33.600854307	33.600854307	172	43.000000000	0	0	0	0.059090600	0.072073883	PHYSICAL_FOLIO	f25
PHYSICAL_FOLIO:f25	EXACT_PREDECESSOR	0	0.000000000	24	123.556472901	123.556472901	6	4	33.751562513	33.751562513	170	42.500000000	0	0	0	0.055663559	0.069559432	PHYSICAL_FOLIO	f25
PHYSICAL_FOLIO:f25	SOURCE_STATE_TABLE	0	0.000000000	24	122.817463380	122.817463380	6	4	34.663640051	34.663640051	194	48.500000000	0	0	0	0.055040658	0.066137414	PHYSICAL_FOLIO	f25
PHYSICAL_FOLIO:f25	INDEPENDENT_MARGINAL	0	0.000000000	24	120.494838757	120.494838757	6	4	34.984017044	34.984017044	196	49.000000000	0	0	0	0.055810830	0.067113312	PHYSICAL_FOLIO	f25
PHYSICAL_FOLIO:f25	PAIR_GRAPH_NONWRAPPER	1	3.906890596	24	120.485033329	124.391923925	6	4	34.815350115	38.722240711	180	45.000000000	0	0	0	0.045924607	0.056852318	PHYSICAL_FOLIO	f25
PHYSICAL_FOLIO:f25	PAIR_GRAPH_FULL	3	8.829722735	24	119.661634726	128.491357461	6	4	34.797496456	43.627219191	178	44.500000000	0	0	0	0.036890772	0.049984598	PHYSICAL_FOLIO	f25
PHYSICAL_FOLIO:f25	EXACT_OPERATOR_LEXICON	0	0.000000000	23	125.121834520	125.121834520	4	4	34.710461314	34.710461314	489	122.250000000	0	1	0	0.189116517	0.000000000	PHYSICAL_FOLIO	f25
PHYSICAL_FOLIO:f26	PLACEMENT	0	0.000000000	35	145.225341501	145.225341501	11	3	15.002351960	15.002351960	57	19.000000000	1	2	1	0.059209635	0.235477950	PHYSICAL_FOLIO	f26
PHYSICAL_FOLIO:f26	EXACT_PREDECESSOR	0	0.000000000	35	147.470339808	147.470339808	11	3	14.699077171	14.699077171	59	19.666666667	1	2	1	0.058097491	0.233213988	PHYSICAL_FOLIO	f26
PHYSICAL_FOLIO:f26	SOURCE_STATE_TABLE	0	0.000000000	35	144.620465167	144.620465167	11	3	15.777087179	15.777087179	65	21.666666667	1	1	1	0.052486100	0.224930646	PHYSICAL_FOLIO	f26
PHYSICAL_FOLIO:f26	INDEPENDENT_MARGINAL	0	0.000000000	35	143.198875822	143.198875822	11	3	15.127082696	15.127082696	53	17.666666667	1	1	1	0.056688122	0.219843704	PHYSICAL_FOLIO	f26
PHYSICAL_FOLIO:f26	PAIR_GRAPH_NONWRAPPER	1	3.906890596	35	142.522551906	146.429442501	11	3	15.218277008	19.125167604	55	18.333333333	1	1	1	0.057307276	0.222252348	PHYSICAL_FOLIO	f26
PHYSICAL_FOLIO:f26	PAIR_GRAPH_FULL	3	8.829722735	35	142.994955005	151.824677740	11	3	12.653016025	21.482738760	21	7.000000000	1	1	1	0.036273112	0.198982920	PHYSICAL_FOLIO	f26
PHYSICAL_FOLIO:f26	EXACT_OPERATOR_LEXICON	0	0.000000000	33	180.302283245	180.302283245	5	3	34.786132192	34.786132192	632	210.666666667	0	1	0	0.242649928	0.000000000	PHYSICAL_FOLIO	f26
PHYSICAL_FOLIO:f27	PLACEMENT	0	0.000000000	35	146.191996340	146.191996340	5	1	6.246154983	6.246154983	11	11.000000000	0	0	0	0.029555393	0.028479803	PHYSICAL_FOLIO	f27
PHYSICAL_FOLIO:f27	EXACT_PREDECESSOR	0	0.000000000	35	144.161854830	144.161854830	5	1	6.246154983	6.246154983	11	11.000000000	0	0	0	0.029555393	0.028479803	PHYSICAL_FOLIO	f27
PHYSICAL_FOLIO:f27	SOURCE_STATE_TABLE	0	0.000000000	35	148.720873814	148.720873814	5	1	6.305895971	6.305895971	10	10.000000000	0	0	0	0.026682129	0.025226939	PHYSICAL_FOLIO	f27
PHYSICAL_FOLIO:f27	INDEPENDENT_MARGINAL	0	0.000000000	35	148.562642940	148.562642940	5	1	6.572251234	6.572251234	13	13.000000000	0	0	0	0.031678198	0.028915125	PHYSICAL_FOLIO	f27
PHYSICAL_FOLIO:f27	PAIR_GRAPH_NONWRAPPER	1	3.906890596	35	148.622544748	152.529435344	5	1	6.596931885	10.503822481	13	13.000000000	0	0	0	0.032478222	0.029657171	PHYSICAL_FOLIO	f27
PHYSICAL_FOLIO:f27	PAIR_GRAPH_FULL	3	8.829722735	35	147.140426929	155.970149664	5	1	6.652272320	15.481995055	15	15.000000000	0	0	0	0.026533780	0.027759052	PHYSICAL_FOLIO	f27
PHYSICAL_FOLIO:f27	EXACT_OPERATOR_LEXICON	0	0.000000000	34	170.157730075	170.157730075	6	1	9.005321735	9.005321735	78	78.000000000	0	0	0	0.027753638	0.000000000	PHYSICAL_FOLIO	f27
PHYSICAL_FOLIO:f28	PLACEMENT	0	0.000000000	66	312.023071764	312.023071764	12	6	37.158692156	37.158692156	201	33.500000000	0	3	0	0.045921748	0.065148051	PHYSICAL_FOLIO	f28
PHYSICAL_FOLIO:f28	EXACT_PREDECESSOR	0	0.000000000	66	307.019749607	307.019749607	12	6	36.161586075	36.161586075	198	33.000000000	0	2	0	0.045407101	0.057321461	PHYSICAL_FOLIO	f28
PHYSICAL_FOLIO:f28	SOURCE_STATE_TABLE	0	0.000000000	66	304.003186209	304.003186209	12	6	37.405189650	37.405189650	202	33.666666667	0	3	0	0.043112673	0.058664207	PHYSICAL_FOLIO	f28
PHYSICAL_FOLIO:f28	INDEPENDENT_MARGINAL	0	0.000000000	66	307.366502561	307.366502561	12	6	35.916865364	35.916865364	226	37.666666667	0	3	0	0.050104072	0.057521687	PHYSICAL_FOLIO	f28
PHYSICAL_FOLIO:f28	PAIR_GRAPH_NONWRAPPER	1	3.906890596	66	307.467848554	311.374739149	12	6	35.863831988	39.770722584	200	33.333333333	0	3	0	0.047602256	0.055446613	PHYSICAL_FOLIO	f28
PHYSICAL_FOLIO:f28	PAIR_GRAPH_FULL	3	8.829722735	66	305.435456744	314.265179480	12	6	36.009313946	44.839036681	186	31.000000000	0	3	0	0.045063180	0.052668449	PHYSICAL_FOLIO	f28
PHYSICAL_FOLIO:f28	EXACT_OPERATOR_LEXICON	0	0.000000000	66	385.279839377	385.279839377	8	6	47.646000248	47.646000248	481	80.166666667	0	2	0	0.175521587	0.000000000	PHYSICAL_FOLIO	f28
PHYSICAL_FOLIO:f29	PLACEMENT	0	0.000000000	39	184.571005888	184.571005888	5	5	23.898955296	23.898955296	42	8.400000000	0	2	0	0.043936524	0.059354746	PHYSICAL_FOLIO	f29
PHYSICAL_FOLIO:f29	EXACT_PREDECESSOR	0	0.000000000	39	183.766324268	183.766324268	5	5	23.953540898	23.953540898	44	8.800000000	0	2	0	0.044536737	0.058942323	PHYSICAL_FOLIO	f29
PHYSICAL_FOLIO:f29	SOURCE_STATE_TABLE	0	0.000000000	39	190.810179320	190.810179320	5	5	26.123746246	26.123746246	57	11.400000000	0	2	0	0.046047838	0.060953863	PHYSICAL_FOLIO	f29
PHYSICAL_FOLIO:f29	INDEPENDENT_MARGINAL	0	0.000000000	39	191.906836061	191.906836061	5	5	26.961889946	26.961889946	73	14.600000000	0	2	0	0.035659200	0.046361938	PHYSICAL_FOLIO	f29
PHYSICAL_FOLIO:f29	PAIR_GRAPH_NONWRAPPER	1	3.906890596	39	191.909952408	195.816843004	5	5	27.034088999	30.940979595	74	14.800000000	0	2	0	0.035585348	0.046305072	PHYSICAL_FOLIO	f29
