running_slot_ordinal	slot_id	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_recipe	atom_position	atom_root	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	host_source	guard
2742	RUNNING:G407-E1048@5	G407-E1048	G407-S054	6	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qocheey	CARRIER_Q+O+CH+EE+Y	5	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1048@3:CH	PRIMARY_GOVERNOR	G407-A01001	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2743	RUNNING:G407-E1049@1	G407-E1049	G407-S054	7	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chokal	OK+AL	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1049@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2744	RUNNING:G407-E1049@2	G407-E1049	G407-S054	7	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chokal	OK+AL	2	AL	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1049@1:OK	PRIMARY_GOVERNOR	G407-A01002	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2745	RUNNING:G407-E1050@1	G407-E1050	G407-S054	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okeey	OK+EE+Y	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1050@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2746	RUNNING:G407-E1050@2	G407-E1050	G407-S054	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okeey	OK+EE+Y	2	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1050@1:OK	PRIMARY_GOVERNOR	G407-A01003	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2747	RUNNING:G407-E1050@3	G407-E1050	G407-S054	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okeey	OK+EE+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1050@1:OK	PRIMARY_GOVERNOR	G407-A01004	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2748	RUNNING:G407-E1051@1	G407-E1051	G407-S054	9	f68r1	CELESTIAL	mehrteilige Sternstellentafel	ror	R+OR	1	R	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1051@1:R	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2749	RUNNING:G407-E1051@2	G407-E1051	G407-S054	9	f68r1	CELESTIAL	mehrteilige Sternstellentafel	ror	R+OR	2	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1051@1:R	PRIMARY_GOVERNOR	G407-A01005	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2750	RUNNING:G407-E1052@1	G407-E1052	G407-S054	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	eckhear	E+CH+K+E+AR	1	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1052@2:CH	PRIMARY_GOVERNOR	G407-A01006	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2751	RUNNING:G407-E1052@2	G407-E1052	G407-S054	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	eckhear	E+CH+K+E+AR	2	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1052@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2752	RUNNING:G407-E1052@3	G407-E1052	G407-S054	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	eckhear	E+CH+K+E+AR	3	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1052@3:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2753	RUNNING:G407-E1052@4	G407-E1052	G407-S054	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	eckhear	E+CH+K+E+AR	4	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1052@3:K	PRIMARY_GOVERNOR	G407-A01007	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2754	RUNNING:G407-E1052@5	G407-E1052	G407-S054	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	eckhear	E+CH+K+E+AR	5	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1052@3:K	PRIMARY_GOVERNOR	G407-A01008	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2755	RUNNING:G407-E1053@1	G407-E1053	G407-S054	11	f68r1	CELESTIAL	mehrteilige Sternstellentafel	daram	DA+R+A_ADDR+AM_ADDR	1	DA	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1053@2:R	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2756	RUNNING:G407-E1053@2	G407-E1053	G407-S054	11	f68r1	CELESTIAL	mehrteilige Sternstellentafel	daram	DA+R+A_ADDR+AM_ADDR	2	R	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1053@2:R	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2757	RUNNING:G407-E1053@3	G407-E1053	G407-S054	11	f68r1	CELESTIAL	mehrteilige Sternstellentafel	daram	DA+R+A_ADDR+AM_ADDR	3	A_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1053@2:R	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2758	RUNNING:G407-E1053@4	G407-E1053	G407-S054	11	f68r1	CELESTIAL	mehrteilige Sternstellentafel	daram	DA+R+A_ADDR+AM_ADDR	4	AM_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1053@2:R	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2759	RUNNING:G407-E1054@1	G407-E1054	G407-S054	12	f68r1	CELESTIAL	mehrteilige Sternstellentafel	dchor	D_ADDR+CH+OR	1	D_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1054@2:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2760	RUNNING:G407-E1054@2	G407-E1054	G407-S054	12	f68r1	CELESTIAL	mehrteilige Sternstellentafel	dchor	D_ADDR+CH+OR	2	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1054@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2761	RUNNING:G407-E1054@3	G407-E1054	G407-S054	12	f68r1	CELESTIAL	mehrteilige Sternstellentafel	dchor	D_ADDR+CH+OR	3	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1054@2:CH	PRIMARY_GOVERNOR	G407-A01009	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2762	RUNNING:G407-E1055@1	G407-E1055	G407-S054	13	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1055@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2763	RUNNING:G407-E1055@2	G407-E1055	G407-S054	13	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	2	A_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1055@1:OK	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2764	RUNNING:G407-E1055@3	G407-E1055	G407-S054	13	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	3	LOCAL_CHAR_I	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1055@1:OK	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2765	RUNNING:G407-E1055@4	G407-E1055	G407-S054	13	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	4	IIN	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1055@1:OK	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2766	RUNNING:G407-E1056@1	G407-E1056	G407-S054	14	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yky	Y+K+Y	1	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1056@2:K	PRIMARY_GOVERNOR	G407-A01010	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2767	RUNNING:G407-E1056@2	G407-E1056	G407-S054	14	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yky	Y+K+Y	2	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1056@2:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2768	RUNNING:G407-E1056@3	G407-E1056	G407-S054	14	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yky	Y+K+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1056@2:K	PRIMARY_GOVERNOR	G407-A01011	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2769	RUNNING:G407-E1057@1	G407-E1057	G407-S054	15	f68r1	CELESTIAL	mehrteilige Sternstellentafel	dary	DA+R+Y	1	DA	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1057@2:R	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2770	RUNNING:G407-E1057@2	G407-E1057	G407-S054	15	f68r1	CELESTIAL	mehrteilige Sternstellentafel	dary	DA+R+Y	2	R	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1057@2:R	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2771	RUNNING:G407-E1057@3	G407-E1057	G407-S054	15	f68r1	CELESTIAL	mehrteilige Sternstellentafel	dary	DA+R+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1057@2:R	PRIMARY_GOVERNOR	G407-A01012	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2772	RUNNING:G407-E1058@1	G407-E1058	G407-S054	16	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1058@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2773	RUNNING:G407-E1058@2	G407-E1058	G407-S054	16	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	2	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1058@2:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2774	RUNNING:G407-E1058@3	G407-E1058	G407-S054	16	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	3	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1058@3:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2775	RUNNING:G407-E1058@4	G407-E1058	G407-S054	16	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	4	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1058@3:CH	PRIMARY_GOVERNOR	G407-A01013	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2776	RUNNING:G407-E1058@5	G407-E1058	G407-S054	16	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	5	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1058@5:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2777	RUNNING:G407-E1058@6	G407-E1058	G407-S054	16	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	6	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1058@6:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2778	RUNNING:G407-E1058@7	G407-E1058	G407-S054	16	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	7	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1058@5:K	PRIMARY_GOVERNOR	G407-A01014	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2779	RUNNING:G407-E1059@1	G407-E1059	G407-S055	1	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	osheo	O+SH+E+O	1	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	GDT577_ACTION_OCCURRENCE	ACTION:G407-E1059@2:SH	PRIMARY_GOVERNOR	GDT577_EXPLICIT_REPEAT_SLOT	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2780	RUNNING:G407-E1059@2	G407-E1059	G407-S055	1	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	osheo	O+SH+E+O	2	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1059@2:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2781	RUNNING:G407-E1059@3	G407-E1059	G407-S055	1	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	osheo	O+SH+E+O	3	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1059@2:SH	PRIMARY_GOVERNOR	G407-A01015	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2782	RUNNING:G407-E1059@4	G407-E1059	G407-S055	1	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	osheo	O+SH+E+O	4	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	GDT577_ACTION_OCCURRENCE	ACTION:G407-E1059@2:SH	PRIMARY_GOVERNOR	GDT577_EXPLICIT_REPEAT_SLOT	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2783	RUNNING:G407-E1060@1	G407-E1060	G407-S055	2	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	parar	P+AR+AR	1	P	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1060@1:P	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2784	RUNNING:G407-E1060@2	G407-E1060	G407-S055	2	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	parar	P+AR+AR	2	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1060@1:P	PRIMARY_GOVERNOR	G407-A01016	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2785	RUNNING:G407-E1060@3	G407-E1060	G407-S055	2	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	parar	P+AR+AR	3	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1060@1:P	PRIMARY_GOVERNOR	G407-A01017	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2786	RUNNING:G407-E1061@1	G407-E1061	G407-S055	3	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteeodaiin	OT+EE+O+D_ADDR+AIIN	1	OT	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1061@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2787	RUNNING:G407-E1061@2	G407-E1061	G407-S055	3	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteeodaiin	OT+EE+O+D_ADDR+AIIN	2	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1061:OT>G<END	PRIMARY_GOVERNOR	G407-A01018	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2788	RUNNING:G407-E1061@3	G407-E1061	G407-S055	3	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteeodaiin	OT+EE+O+D_ADDR+AIIN	3	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1061:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2789	RUNNING:G407-E1061@4	G407-E1061	G407-S055	3	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteeodaiin	OT+EE+O+D_ADDR+AIIN	4	D_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1061:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2790	RUNNING:G407-E1061@5	G407-E1061	G407-S055	3	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteeodaiin	OT+EE+O+D_ADDR+AIIN	5	AIIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1060@1:P	PRIMARY_GOVERNOR	G407-A01019	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2791	RUNNING:G407-E1062@1	G407-E1062	G407-S055	4	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	she	SH+E	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1062@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2792	RUNNING:G407-E1062@2	G407-E1062	G407-S055	4	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	she	SH+E	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1062@1:SH	PRIMARY_GOVERNOR	G407-A01020	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2793	RUNNING:G407-E1063@1	G407-E1063	G407-S055	5	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	ateey	A_ADDR+T+EE+Y	1	A_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1063@2:T	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2794	RUNNING:G407-E1063@2	G407-E1063	G407-S055	5	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	ateey	A_ADDR+T+EE+Y	2	T	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1063@2:T	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2795	RUNNING:G407-E1063@3	G407-E1063	G407-S055	5	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	ateey	A_ADDR+T+EE+Y	3	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1063@2:T	PRIMARY_GOVERNOR	G407-A01021	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2796	RUNNING:G407-E1063@4	G407-E1063	G407-S055	5	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	ateey	A_ADDR+T+EE+Y	4	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1063@2:T	PRIMARY_GOVERNOR	G407-A01022	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2797	RUNNING:G407-E1064@1	G407-E1064	G407-S055	6	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	daiin	AIIN	1	AIIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E1063@2:T	PRIMARY_GOVERNOR	G407-A01023	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2798	RUNNING:G407-E1065@1	G407-E1065	G407-S055	7	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteokeey	OT+E+O+K+EE+Y	1	OT	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E1065@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2799	RUNNING:G407-E1065@2	G407-E1065	G407-S055	7	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteokeey	OT+E+O+K+EE+Y	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E1065:OT>G<END	PRIMARY_GOVERNOR	G407-A01024	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2800	RUNNING:G407-E1065@3	G407-E1065	G407-S055	7	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteokeey	OT+E+O+K+EE+Y	3	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E1065@4:K	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
2801	RUNNING:G407-E1065@4	G407-E1065	G407-S055	7	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteokeey	OT+E+O+K+EE+Y	4	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E1065@4:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
