running_slot_ordinal	slot_id	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_recipe	atom_position	atom_root	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	host_source	guard
13313	RUNNING:G515-E0434@3	G515-E0434	G515-S048	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	3	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G515-E0434@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13314	RUNNING:G515-E0435@1	G515-E0435	G515-S049	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	okar	OK+AR	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0435@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13315	RUNNING:G515-E0435@2	G515-E0435	G515-S049	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	okar	OK+AR	2	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0435@1:OK	PRIMARY_GOVERNOR	G515-A00419	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13316	RUNNING:G515-E0436@1	G515-E0436	G515-S049	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0436@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13317	RUNNING:G515-E0436@2	G515-E0436	G515-S049	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0436@1:SH	PRIMARY_GOVERNOR	G515-A00420	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13318	RUNNING:G515-E0436@3	G515-E0436	G515-S049	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	3	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G515-E0436@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13319	RUNNING:G515-E0437@1	G515-E0437	G515-S050	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	kcheody	K+CH+E+O+D_ADDR+Y	1	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0437@1:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13320	RUNNING:G515-E0437@2	G515-E0437	G515-S050	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	kcheody	K+CH+E+O+D_ADDR+Y	2	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0437@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13321	RUNNING:G515-E0437@3	G515-E0437	G515-S050	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	kcheody	K+CH+E+O+D_ADDR+Y	3	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0437@2:CH	PRIMARY_GOVERNOR	G515-A00421	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13322	RUNNING:G515-E0437@4	G515-E0437	G515-S050	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	kcheody	K+CH+E+O+D_ADDR+Y	4	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0437@2:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13323	RUNNING:G515-E0437@5	G515-E0437	G515-S050	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	kcheody	K+CH+E+O+D_ADDR+Y	5	D_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0437@2:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13324	RUNNING:G515-E0437@6	G515-E0437	G515-S050	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	kcheody	K+CH+E+O+D_ADDR+Y	6	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0437@2:CH	PRIMARY_GOVERNOR	G515-A00422	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13325	RUNNING:G515-E0438@1	G515-E0438	G515-S050	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	chxar	CH+LOCAL_X+AR	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0438@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13326	RUNNING:G515-E0438@2	G515-E0438	G515-S050	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	chxar	CH+LOCAL_X+AR	2	LOCAL_X	RUNNING_LEARNED_CORE	CONTENT_CARRIER	OWNER_BOUND_LEARNED_CORE	OWNER:F66R_TEXT_BLOCK_03:LOCAL_X	EVENT_LOCAL_CORE	GDT515_LOCAL_X_LOCK	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13327	RUNNING:G515-E0438@3	G515-E0438	G515-S050	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	chxar	CH+LOCAL_X+AR	3	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0438@1:CH	PRIMARY_GOVERNOR	G515-A00423	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13328	RUNNING:G515-E0439@1	G515-E0439	G515-S050	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	daly	AL+Y	1	AL	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0438@1:CH	PRIMARY_GOVERNOR	G515-A00424	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13329	RUNNING:G515-E0439@2	G515-E0439	G515-S050	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	daly	AL+Y	2	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0438@1:CH	PRIMARY_GOVERNOR	G515-A00425	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13330	RUNNING:G515-E0440@1	G515-E0440	G515-S050	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	fchdar	LOCAL_CHAR_F+CHD+AR	1	LOCAL_CHAR_F	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0440@2:CHD	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13331	RUNNING:G515-E0440@2	G515-E0440	G515-S050	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	fchdar	LOCAL_CHAR_F+CHD+AR	2	CHD	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0440@2:CHD	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13332	RUNNING:G515-E0440@3	G515-E0440	G515-S050	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	fchdar	LOCAL_CHAR_F+CHD+AR	3	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0440@2:CHD	PRIMARY_GOVERNOR	G515-A00426	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13333	RUNNING:G515-E0441@1	G515-E0441	G515-S050	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	cheor	CH+E+O+R	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0441@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13334	RUNNING:G515-E0441@2	G515-E0441	G515-S050	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	cheor	CH+E+O+R	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0441@1:CH	PRIMARY_GOVERNOR	G515-A00427	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13335	RUNNING:G515-E0441@3	G515-E0441	G515-S050	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	cheor	CH+E+O+R	3	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0441@4:R	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13336	RUNNING:G515-E0441@4	G515-E0441	G515-S050	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	cheor	CH+E+O+R	4	R	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0441@4:R	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13337	RUNNING:G515-E0442@1	G515-E0442	G515-S050	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	aly	AL+Y	1	AL	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0441@1:CH	PRIMARY_GOVERNOR	G515-A00428	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13338	RUNNING:G515-E0442@2	G515-E0442	G515-S050	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	aly	AL+Y	2	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0441@1:CH	PRIMARY_GOVERNOR	G515-A00429	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13339	RUNNING:G515-E0443@1	G515-E0443	G515-S050	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	ry	R+Y	1	R	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0443@1:R	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13340	RUNNING:G515-E0443@2	G515-E0443	G515-S050	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	ry	R+Y	2	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0443@1:R	PRIMARY_GOVERNOR	G515-A00430	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13341	RUNNING:G515-E0444@1	G515-E0444	G515-S050	8	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shor	SH+OR	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0444@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13342	RUNNING:G515-E0444@2	G515-E0444	G515-S050	8	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shor	SH+OR	2	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0444@1:SH	PRIMARY_GOVERNOR	G515-A00431	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13343	RUNNING:G515-E0445@1	G515-E0445	G515-S050	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shckheody	SH+CH+K+E+O+DY	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0445@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13344	RUNNING:G515-E0445@2	G515-E0445	G515-S050	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shckheody	SH+CH+K+E+O+DY	2	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0445@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13345	RUNNING:G515-E0445@3	G515-E0445	G515-S050	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shckheody	SH+CH+K+E+O+DY	3	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0445@3:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13346	RUNNING:G515-E0445@4	G515-E0445	G515-S050	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shckheody	SH+CH+K+E+O+DY	4	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0445@3:K	PRIMARY_GOVERNOR	G515-A00432	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13347	RUNNING:G515-E0445@5	G515-E0445	G515-S050	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shckheody	SH+CH+K+E+O+DY	5	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0445@3:K	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13348	RUNNING:G515-E0445@6	G515-E0445	G515-S050	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shckheody	SH+CH+K+E+O+DY	6	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G515-E0445@6:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13349	RUNNING:G515-E0446@1	G515-E0446	G515-S051	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	dal	AL	1	AL	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	OWNER_CONTEXT	OWNER:F66R_TEXT_BLOCK_03	PRIMARY_GOVERNOR	G515-A00433	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13350	RUNNING:G515-E0447@1	G515-E0447	G515-S051	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0447@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13351	RUNNING:G515-E0447@2	G515-E0447	G515-S051	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0447@1:SH	PRIMARY_GOVERNOR	G515-A00434	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13352	RUNNING:G515-E0447@3	G515-E0447	G515-S051	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shedy	SH+E+DY	3	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G515-E0447@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13353	RUNNING:G515-E0448@1	G515-E0448	G515-S052	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	qokor	OK+OR	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0448@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13354	RUNNING:G515-E0448@2	G515-E0448	G515-S052	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	qokor	OK+OR	2	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0448@1:OK	PRIMARY_GOVERNOR	G515-A00435	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13355	RUNNING:G515-E0449@1	G515-E0449	G515-S052	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	al	AL	1	AL	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0448@1:OK	PRIMARY_GOVERNOR	G515-A00436	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13356	RUNNING:G515-E0450@1	G515-E0450	G515-S052	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shes	SH+E+S	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0450@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13357	RUNNING:G515-E0450@2	G515-E0450	G515-S052	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shes	SH+E+S	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0450@1:SH	PRIMARY_GOVERNOR	G515-A00437	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13358	RUNNING:G515-E0450@3	G515-E0450	G515-S052	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	shes	SH+E+S	3	S	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0450@3:S	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13359	RUNNING:G515-E0451@1	G515-E0451	G515-S053	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	psheody	P+SH+E+O+D_ADDR+Y	1	P	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0451@1:P	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13360	RUNNING:G515-E0451@2	G515-E0451	G515-S053	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	psheody	P+SH+E+O+D_ADDR+Y	2	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0451@2:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13361	RUNNING:G515-E0451@3	G515-E0451	G515-S053	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	psheody	P+SH+E+O+D_ADDR+Y	3	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0451@2:SH	PRIMARY_GOVERNOR	G515-A00438	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13362	RUNNING:G515-E0451@4	G515-E0451	G515-S053	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	psheody	P+SH+E+O+D_ADDR+Y	4	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0451@2:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13363	RUNNING:G515-E0451@5	G515-E0451	G515-S053	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	psheody	P+SH+E+O+D_ADDR+Y	5	D_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0451@2:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13364	RUNNING:G515-E0451@6	G515-E0451	G515-S053	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	psheody	P+SH+E+O+D_ADDR+Y	6	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G515-E0451@2:SH	PRIMARY_GOVERNOR	G515-A00439	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13365	RUNNING:G515-E0452@1	G515-E0452	G515-S053	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	cfhol	CH+LOCAL_CHAR_F+OL	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0452@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13366	RUNNING:G515-E0452@2	G515-E0452	G515-S053	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	cfhol	CH+LOCAL_CHAR_F+OL	2	LOCAL_CHAR_F	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0452@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13367	RUNNING:G515-E0452@3	G515-E0452	G515-S053	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	cfhol	CH+LOCAL_CHAR_F+OL	3	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G515-E0452@3:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13368	RUNNING:G515-E0453@1	G515-E0453	G515-S053	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	shofol	SH+O+LOCAL_CHAR_F+OL	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0453@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13369	RUNNING:G515-E0453@2	G515-E0453	G515-S053	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	shofol	SH+O+LOCAL_CHAR_F+OL	2	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0453@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13370	RUNNING:G515-E0453@3	G515-E0453	G515-S053	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	shofol	SH+O+LOCAL_CHAR_F+OL	3	LOCAL_CHAR_F	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G515-E0453@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13371	RUNNING:G515-E0453@4	G515-E0453	G515-S053	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	shofol	SH+O+LOCAL_CHAR_F+OL	4	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G515-E0453@4:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
13372	RUNNING:G515-E0454@1	G515-E0454	G515-S053	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_04	okeody	OK+E+O+D_ADDR+Y	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G515-E0454@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
