gdt750_calibration_occurrence_id	known_surface	page	locus	token_ordinal	true_quality_stage_axes	V0_DIRECT_RAW_R1_predicted_axes	V0_DIRECT_RAW_R1_hit_axes	V0_DIRECT_RAW_R1_false_axes	V0_DIRECT_RAW_R1_selected_ring	V1_DIRECT_NO_CLOSE_R1_predicted_axes	V1_DIRECT_NO_CLOSE_R1_hit_axes	V1_DIRECT_NO_CLOSE_R1_false_axes	V1_DIRECT_NO_CLOSE_R1_selected_ring	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_predicted_axes	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_hit_axes	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_false_axes	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_selected_ring	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_predicted_axes	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_hit_axes	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_false_axes	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_selected_ring	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_predicted_axes	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_hit_axes	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_false_axes	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_selected_ring	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_predicted_axes	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_hit_axes	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_false_axes	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_selected_ring	literal_identity_credit	confirmed_lexeme	component_export_credit
G750-K0574	chol	f38v	f38v.1	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0575	oteol	f38v	f38v.1	4	COLD|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0576	chol	f38v	f38v.5	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0577	chckhy	f39r	f39r.12	2	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0578	ykeey	f39r	f39r.14	7	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0579	oteol	f39r	f39r.16	1	COLD|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0580	cheey	f39r	f39r.3	9	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0581	chol	f39r	f39r.4	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0582	chl	f39v	f39v.11	5	DRY	HOT|END_STAGE	NONE	HOT|END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0583	ykeedy	f39v	f39v.11	6	HOT|END_STAGE	DRY	NONE	DRY	1	DRY	NONE	DRY	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0584	chckhy	f39v	f39v.11	7	DRY|BEGIN_STAGE	HOT|END_STAGE	NONE	HOT|END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0585	chol	f39v	f39v.2	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0586	sheedy	f39v	f39v.7	4	MOIST|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0587	chol	f3r	f3r.1	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0588	sheol	f3r	f3r.11	4	MOIST	END_STAGE	NONE	END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0589	oteol	f3r	f3r.16	1	COLD|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0590	chol	f3r	f3r.16	2	DRY	COLD|MIDDLE_STAGE	NONE	COLD|MIDDLE_STAGE	1	COLD|MIDDLE_STAGE	NONE	COLD|MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0591	chol	f3r	f3r.20	2	DRY	DRY|MIDDLE_STAGE	DRY	MIDDLE_STAGE	1	DRY|MIDDLE_STAGE	DRY	MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0592	chol	f3r	f3r.20	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0593	chol	f3r	f3r.3	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0594	chal	f3r	f3r.4	3	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	0	0	0
G750-K0595	chol	f3r	f3r.8	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0596	chol	f3v	f3v.10	5	DRY	HOT|END_STAGE	NONE	HOT|END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0597	chol	f3v	f3v.3	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0598	qokchey	f40v	f40v.15	1	HOT|DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0599	chckhy	f40v	f40v.18	3	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0600	chckhy	f40v	f40v.5	4	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0601	chckhy	f41r	f41r.8	3	DRY|BEGIN_STAGE	HOT|MIDDLE_STAGE	NONE	HOT|MIDDLE_STAGE	1	HOT|MIDDLE_STAGE	NONE	HOT|MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0602	dshedy	f41v	f41v.3	1	MOIST|MIDDLE_STAGE	COLD|DRY|MIDDLE_STAGE	MIDDLE_STAGE	COLD|DRY	1	COLD|DRY|MIDDLE_STAGE	MIDDLE_STAGE	COLD|DRY	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0603	oteol	f41v	f41v.6	7	COLD|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0604	ykeey	f41v	f41v.7	1	HOT|END_STAGE	HOT|MIDDLE_STAGE	HOT	MIDDLE_STAGE	1	HOT|MIDDLE_STAGE	HOT	MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	HOT	HOT	NONE	1	HOT	HOT	NONE	1	0	0	0
G750-K0605	chol	f42r	f42r.10	7	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	COLD	NONE	COLD	2	0	0	0
G750-K0606	chol	f42r	f42r.12	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0607	chol	f42r	f42r.20	2	DRY	HOT|MOIST|BEGIN_STAGE	NONE	HOT|MOIST|BEGIN_STAGE	1	HOT|MOIST|BEGIN_STAGE	NONE	HOT|MOIST|BEGIN_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0608	chol	f42r	f42r.20	6	DRY	MOIST	NONE	MOIST	1	MOIST	NONE	MOIST	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	1	NONE	NONE	NONE	1	0	0	0
G750-K0609	chal	f42r	f42r.20	8	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0610	chol	f42r	f42r.21	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0611	chol	f42r	f42r.21	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0612	chol	f42v	f42v.1	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0613	chol	f42v	f42v.12	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0614	chol	f42v	f42v.15	2	DRY	HOT|DRY|MIDDLE_STAGE	DRY	HOT|MIDDLE_STAGE	1	HOT|DRY|MIDDLE_STAGE	DRY	HOT|MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0615	chol	f42v	f42v.3	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	COLD|DRY	DRY	COLD	2	0	0	0
G750-K0616	chol	f42v	f42v.3	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0617	chckhy	f43r	f43r.13	9	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0618	cheey	f43r	f43r.9	4	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0619	chckhy	f43v	f43v.11	9	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0620	oteol	f43v	f43v.12	9	COLD|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0621	oteos	f43v	f43v.16	5	COLD|MIDDLE_STAGE	HOT|BEGIN_STAGE	NONE	HOT|BEGIN_STAGE	1	HOT|BEGIN_STAGE	NONE	HOT|BEGIN_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0622	ykeedy	f43v	f43v.4	2	HOT|END_STAGE	DRY|END_STAGE	END_STAGE	DRY	1	DRY|END_STAGE	END_STAGE	DRY	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0623	cheeky	f44r	f44r.5	5	HOT|DRY|BEGIN_STAGE|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0624	chol	f44v	f44v.11	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY|BEGIN_STAGE	DRY	BEGIN_STAGE	2	0	0	0
G750-K0625	chol	f44v	f44v.11	3	DRY	HOT|DRY|BEGIN_STAGE	DRY	HOT|BEGIN_STAGE	1	HOT|DRY|BEGIN_STAGE	DRY	HOT|BEGIN_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY|BEGIN_STAGE	DRY	BEGIN_STAGE	1	DRY|BEGIN_STAGE	DRY	BEGIN_STAGE	1	0	0	0
G750-K0626	chol	f45r	f45r.2	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0627	chol	f45r	f45r.2	7	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0628	ykeey	f45r	f45r.3	8	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0629	chol	f45v	f45v.9	3	DRY	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0630	sheol	f46r	f46r.10	9	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0631	chol	f46r	f46r.13	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0632	chckhy	f46r	f46r.2	6	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0633	chol	f46r	f46r.4	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0634	chckhy	f46r	f46r.4	4	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0635	chckhy	f46r	f46r.4	7	DRY|BEGIN_STAGE	HOT|DRY	DRY	HOT	1	HOT|DRY	DRY	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0636	okeedy	f46r	f46r.5	1	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0637	chckhy	f46r	f46r.8	3	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0638	sheol	f46v	f46v.10	1	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0639	chckhy	f46v	f46v.4	2	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0640	cheeky	f46v	f46v.7	2	HOT|DRY|BEGIN_STAGE|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0641	chol	f47r	f47r.2	2	DRY	DRY|END_STAGE	DRY	END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0642	chol	f47r	f47r.3	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0643	chol	f47r	f47r.3	6	DRY	MIDDLE_STAGE	NONE	MIDDLE_STAGE	1	MIDDLE_STAGE	NONE	MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0644	chol	f47r	f47r.4	4	DRY	HOT|DRY	DRY	HOT	1	HOT|DRY	DRY	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0645	chol	f47r	f47r.6	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0646	chol	f47r	f47r.7	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	0	0	0
G750-K0647	chol	f47r	f47r.7	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0648	chol	f47r	f47r.7	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0649	chol	f47r	f47r.9	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0650	chol	f47v	f47v.10	7	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0651	chol	f47v	f47v.14	1	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0652	dsheey	f47v	f47v.2	1	MOIST|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0653	oteol	f47v	f47v.3	3	COLD|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	COLD	COLD	NONE	2	0	0	0
G750-K0654	chol	f47v	f47v.6	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0655	chol	f47v	f47v.9	3	DRY	COLD|DRY	DRY	COLD	1	COLD|DRY	DRY	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0656	chol	f47v	f47v.9	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0657	ykeedy	f48r	f48r.4	4	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	2	0	0	0
G750-K0658	ykeey	f48r	f48r.6	11	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0659	oteol	f48r	f48r.8	3	COLD|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0660	ykeey	f48r	f48r.8	5	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0661	dshedy	f48v	f48v.1	2	MOIST|MIDDLE_STAGE	DRY|MIDDLE_STAGE	MIDDLE_STAGE	DRY	1	DRY|MIDDLE_STAGE	MIDDLE_STAGE	DRY	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	1	NONE	NONE	NONE	1	0	0	0
G750-K0662	chtol	f48v	f48v.10	7	COLD|DRY	DRY	DRY	NONE	1	DRY	DRY	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY	DRY	NONE	1	DRY	DRY	NONE	1	0	0	0
G750-K0663	chckhy	f48v	f48v.11	2	DRY|BEGIN_STAGE	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0664	alchey	f48v	f48v.3	1	DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0665	chol	f49r	f49r.15	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0666	cheey	f49r	f49r.16	2	DRY|END_STAGE	DRY	DRY	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
