gdt750_calibration_occurrence_id	known_surface	page	locus	token_ordinal	true_quality_stage_axes	V0_DIRECT_RAW_R1_predicted_axes	V0_DIRECT_RAW_R1_hit_axes	V0_DIRECT_RAW_R1_false_axes	V0_DIRECT_RAW_R1_selected_ring	V1_DIRECT_NO_CLOSE_R1_predicted_axes	V1_DIRECT_NO_CLOSE_R1_hit_axes	V1_DIRECT_NO_CLOSE_R1_false_axes	V1_DIRECT_NO_CLOSE_R1_selected_ring	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_predicted_axes	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_hit_axes	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_false_axes	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_selected_ring	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_predicted_axes	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_hit_axes	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_false_axes	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_selected_ring	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_predicted_axes	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_hit_axes	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_false_axes	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_selected_ring	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_predicted_axes	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_hit_axes	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_false_axes	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_selected_ring	literal_identity_credit	confirmed_lexeme	component_export_credit
G750-K0094	cheey	f104v	f104v.31	8	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0095	ykeey	f104v	f104v.33	3	HOT|END_STAGE	HOT	HOT	NONE	1	HOT	HOT	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0096	cheey	f104v	f104v.33	6	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0097	sheedy	f104v	f104v.35	2	MOIST|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0098	okeedy	f104v	f104v.36	5	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0099	cheey	f104v	f104v.39	9	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0100	chol	f104v	f104v.4	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0101	cheedy	f104v	f104v.42	4	DRY|END_STAGE	COLD|END_STAGE	END_STAGE	COLD	1	COLD|END_STAGE	END_STAGE	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0102	sheol	f104v	f104v.6	3	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0103	cheedy	f104v	f104v.6	10	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0104	cheey	f104v	f104v.7	4	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0105	cheedy	f104v	f104v.7	10	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0106	cheedy	f105r	f105r.13	9	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0107	keeody	f105r	f105r.14	3	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0108	qokeeody	f105r	f105r.14	10	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0109	okeedy	f105r	f105r.15	5	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0110	okeeol	f105r	f105r.15	8	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0111	oteol	f105r	f105r.19	2	COLD|MIDDLE_STAGE	END_STAGE	NONE	END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0112	cheey	f105r	f105r.2	3	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0113	chol	f105r	f105r.29	6	DRY	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0114	ykeey	f105v	f105v.10	1	HOT|END_STAGE	HOT|BEGIN_STAGE	HOT	BEGIN_STAGE	1	HOT|BEGIN_STAGE	HOT	BEGIN_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0115	ykeey	f105v	f105v.15	3	HOT|END_STAGE	HOT	HOT	NONE	1	HOT	HOT	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	END_STAGE	END_STAGE	NONE	2	0	0	0
G750-K0116	cheey	f105v	f105v.16	2	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0117	chl	f105v	f105v.16	4	DRY	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0118	cheey	f105v	f105v.30	2	DRY|END_STAGE	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0119	oteeo	f105v	f105v.33	4	COLD	COLD|END_STAGE	COLD	END_STAGE	1	COLD|END_STAGE	COLD	END_STAGE	1	NONE	NONE	NONE	1	NONE	NONE	NONE	1	COLD	COLD	NONE	1	COLD	COLD	NONE	1	0	0	0
G750-K0120	sheeo	f105v	f105v.34	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0121	chedar	f106r	f106r.16	9	DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0122	qockhey	f106r	f106r.17	3	MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0123	okeedy	f106r	f106r.18	5	HOT|END_STAGE	COLD	NONE	COLD	1	COLD	NONE	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0124	cheey	f106r	f106r.20	2	DRY|END_STAGE	COLD	NONE	COLD	1	COLD	NONE	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0125	chedar	f106r	f106r.24	7	DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0126	chkar	f106r	f106r.31	2	HOT|DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0127	cheey	f106r	f106r.39	8	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0128	dshedy	f106r	f106r.44	1	MOIST|MIDDLE_STAGE	COLD|END_STAGE	NONE	COLD|END_STAGE	1	COLD|END_STAGE	NONE	COLD|END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0129	cheedy	f106r	f106r.46	8	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0130	sheol	f106r	f106r.7	5	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0131	chol	f106r	f106r.9	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0132	sheeo	f106v	f106v.20	7	END_STAGE	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0133	chol	f106v	f106v.23	7	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0134	okeedy	f106v	f106v.23	12	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0135	sheol	f106v	f106v.25	2	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0136	chol	f106v	f106v.25	3	DRY	MOIST	NONE	MOIST	1	MOIST	NONE	MOIST	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	1	NONE	NONE	NONE	1	0	0	0
G750-K0137	chol	f106v	f106v.25	5	DRY	HOT|MOIST	NONE	HOT|MOIST	1	HOT|MOIST	NONE	HOT|MOIST	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0138	qockhey	f106v	f106v.35	10	MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0139	sheedy	f106v	f106v.36	2	MOIST|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0140	oteol	f106v	f106v.39	4	COLD|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0141	cheey	f106v	f106v.41	3	DRY|END_STAGE	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0142	dchey	f107r	f107r.2	1	DRY|MIDDLE_STAGE	MIDDLE_STAGE	MIDDLE_STAGE	NONE	1	MIDDLE_STAGE	MIDDLE_STAGE	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0143	chal	f107r	f107r.25	2	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0144	cheey	f107r	f107r.26	4	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0145	chl	f107r	f107r.28	3	DRY	DRY	DRY	NONE	1	DRY	DRY	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0146	cheey	f107r	f107r.28	7	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0147	sheol	f107r	f107r.31	2	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0148	qokchey	f107r	f107r.36	8	HOT|DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0149	chckhy	f107r	f107r.37	2	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0150	qokchey	f107r	f107r.38	7	HOT|DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0151	chal	f107r	f107r.40	4	DRY|BEGIN_STAGE	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	0	0	0
G750-K0152	qokeeody	f107r	f107r.44	3	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0153	cheey	f107r	f107r.46	2	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0154	cheey	f107r	f107r.47	2	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0155	chol	f107r	f107r.50	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0156	chol	f107r	f107r.51	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0157	chckhy	f107r	f107r.7	4	DRY|BEGIN_STAGE	HOT|END_STAGE	NONE	HOT|END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0158	okeedy	f107r	f107r.7	5	HOT|END_STAGE	COLD|DRY|END_STAGE	END_STAGE	COLD|DRY	1	COLD|DRY|END_STAGE	END_STAGE	COLD|DRY	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0159	cheey	f107v	f107v.1	11	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0160	qokchey	f107v	f107v.11	4	HOT|DRY|MIDDLE_STAGE	HOT|DRY	HOT|DRY	NONE	1	HOT|DRY	HOT|DRY	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	2	0	0	0
G750-K0161	chol	f107v	f107v.12	3	DRY	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0162	chckhy	f107v	f107v.17	4	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0163	qokchey	f107v	f107v.18	2	HOT|DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0164	chol	f107v	f107v.18	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0165	oteos	f107v	f107v.2	9	COLD|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0166	chol	f107v	f107v.21	4	DRY	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0167	chol	f107v	f107v.22	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0168	chol	f107v	f107v.24	3	DRY	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0169	cheey	f107v	f107v.27	10	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0170	chol	f107v	f107v.30	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0171	chol	f107v	f107v.33	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0172	sheol	f107v	f107v.36	4	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0173	qokchey	f107v	f107v.38	3	HOT|DRY|MIDDLE_STAGE	HOT|DRY|MIDDLE_STAGE	HOT|DRY|MIDDLE_STAGE	NONE	1	HOT|DRY|MIDDLE_STAGE	HOT|DRY|MIDDLE_STAGE	NONE	1	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	NONE	1	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	NONE	1	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	NONE	1	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	NONE	1	0	0	0
G750-K0174	chckhy	f107v	f107v.43	5	DRY|BEGIN_STAGE	HOT|END_STAGE	NONE	HOT|END_STAGE	1	HOT|END_STAGE	NONE	HOT|END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0175	ykeedy	f108r	f108r.10	6	HOT|END_STAGE	HOT|DRY|MIDDLE_STAGE	HOT	DRY|MIDDLE_STAGE	1	HOT|DRY|MIDDLE_STAGE	HOT	DRY|MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0176	chekar	f108r	f108r.10	7	HOT|DRY|MIDDLE_STAGE	HOT|END_STAGE	HOT	END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0177	ykeey	f108r	f108r.13	1	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0178	cheey	f108r	f108r.15	2	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0179	qockhey	f108r	f108r.15	8	MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0180	chckhy	f108r	f108r.16	3	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0181	okeedy	f108r	f108r.19	6	HOT|END_STAGE	HOT	HOT	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0182	chtal	f108r	f108r.19	10	COLD|DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0183	okeedy	f108r	f108r.29	8	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0184	chckhy	f108r	f108r.34	2	DRY|BEGIN_STAGE	DRY	DRY	NONE	1	DRY	DRY	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0185	cheedy	f108r	f108r.35	8	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0186	okeedy	f108r	f108r.36	3	HOT|END_STAGE	HOT|MIDDLE_STAGE	HOT	MIDDLE_STAGE	1	HOT|MIDDLE_STAGE	HOT	MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
